year,StateCode,CountyCode,meanIncome,medianIncome,povertyPop,medianAge
2016,21,111,314161,314161,600623,38.3
2016,21,117,63609,63609,127674,37.4
2016,21,145,28416,28416,52066,40.7
2016,21,151,33633,33633,65618,34
2016,21,185,21180,21180,47286,38.4
2016,21,227,47444,47444,92725,33.1
2016,22,005,40950,40950,90305,35.1
2016,22,015,47458,47458,94312,34.7
2016,22,017,96532,96532,192288,36.9
2016,22,019,77029,77029,153796,36.2
2016,22,033,163764,163764,350104,33.3
2016,22,045,26240,26240,55217,36.8
2016,22,051,170710,170710,348675,39
2016,22,055,89130,89130,185646,34.1
2016,22,057,37199,37199,75339,38
2016,22,063,47479,47479,106525,36.3
2016,22,071,154355,154355,305502,35.7
2016,22,073,54349,54349,116849,35.6
2016,22,079,47745,47745,100049,37.4
2016,22,097,30302,30302,62226,36.5
2016,22,103,92205,92205,197033,39.7
2016,22,105,47756,47756,99080,35.9
2016,22,109,40102,40102,85909,35.5
2016,23,001,44917,44917,83921,40.4
2016,23,003,27514,27514,55299,47.5
2016,23,005,118049,118049,236459,42.2
2016,23,011,47791,47791,96653,43.3
2016,23,019,60195,60195,122114,42
2016,23,031,82469,82469,165416,44.9
2016,24,001,27608,27608,53137,40.8
2016,24,003,206956,206956,438520,38
2016,24,005,312921,312921,652307,39.4
2016,24,009,32434,32434,72124,40.6
2016,24,013,61661,61661,133017,43.2
2016,24,015,37296,37296,80273,40
2016,24,017,55929,55929,122044,38.1
2016,24,021,89800,89800,192236,39.3
2016,24,025,91813,91813,200017,41.2
2016,24,027,112542,112542,245988,38.6
2016,24,031,373346,373346,818974,39
2016,24,033,307816,307816,710064,36.7
2016,24,037,41368,41368,85459,35.9
2016,24,043,55824,55824,112975,40.5
2016,24,045,36774,36774,79442,35.8
2016,24,510,240761,240761,479009,34.9
2016,25,001,92582,92582,182480,53.1
2016,25,003,54204,54204,102034,46.7
2016,25,005,214232,214232,442647,40.8
2016,25,009,289817,289817,616588,41.3
2016,25,011,30868,30868,58992,45.9
2016,25,013,178623,178623,366366,38.9
2016,25,015,58167,58167,117977,36.6
2016,25,017,593437,593437,1255285,38.5
2016,25,021,260609,260609,550439,41
2016,25,023,184577,184577,406269,42.4
2016,25,025,306790,306790,621742,32.7
2016,25,027,304833,304833,639194,40.1
2016,26,005,41995,41995,89607,39.4
2016,26,017,43876,43876,84941,43.1
2016,26,021,62538,62538,120051,41.6
2016,26,025,52888,52888,104196,39.6
2016,26,037,28944,28944,61822,40.1
2016,26,045,44666,44666,87134,40.9
2016,26,049,167171,167171,322216,39.9
2016,26,055,37252,37252,73083,43.4
2016,26,065,111779,111779,219286,31.8
2016,26,073,23920,23920,54032,27.8
2016,26,075,59993,59993,119480,41.2
2016,26,077,102336,102336,203626,34.7
2016,26,081,238472,238472,492392,35.1
2016,26,087,33178,33178,70755,44.6
2016,26,091,37781,37781,75821,42.1
2016,26,093,70787,70787,152078,43.5
2016,26,099,342255,342255,698794,41
2016,26,103,25822,25822,51822,38.4
2016,26,111,34381,34381,66597,42.6
2016,26,115,58789,58789,120326,42.2
2016,26,121,65437,65437,131769,39.1
2016,26,125,500750,500750,1001914,41
2016,26,139,100425,100425,212476,35
2016,26,145,78494,78494,150777,41
2016,26,147,65681,65681,128627,43.6
2016,26,155,28071,28071,55318,41.8
2016,26,159,29337,29337,59442,40.7
2016,26,161,140079,140079,284399,33.5
2016,26,163,677208,677208,1362063,37.8
2016,27,003,126477,126477,268897,38.1
2016,27,013,25687,25687,52064,30.5
2016,27,019,36784,36784,76275,38
2016,27,037,159765,159765,325850,37.6
2016,27,053,502061,502061,970742,36.3
2016,27,109,61357,61357,117327,37.4
2016,27,123,208743,208743,416025,34.9
2016,27,131,22895,22895,45093,37.6
2016,27,137,85170,85170,158806,41.6
2016,27,139,48237,48237,105462,36.7
2016,27,141,31574,31574,68589,35.8
2016,27,145,58656,58656,117703,34.4
2016,27,163,92384,92384,194151,39.1
2016,27,171,47571,47571,99138,36.6
2016,28,033,61039,61039,134614,37.2
2016,28,035,28007,28007,56388,31.9
2016,28,047,75266,75266,155764,35.6
2016,28,049,91065,91065,181177,34.4
2016,28,059,51637,51637,111013,38
2016,28,067,24901,24901,50865,36.8
2016,28,075,28457,28457,57322,37.8
2016,28,081,33209,33209,65461,38.3
2016,28,089,38251,38251,80177,37.6
2016,28,121,56353,56353,114091,37.1
2016,29,019,68848,68848,135811,30.6
2016,29,021,33971,33971,67423,37.9
2016,29,031,29384,29384,60333,36
2016,29,037,38983,38983,79755,40
2016,29,043,30920,30920,64731,37.3
2016,29,047,89398,89398,185355,37.4
2016,29,051,29995,29995,56679,39.2
2016,29,071,40023,40023,81032,40.9
2016,29,077,121734,121734,225164,36
2016,29,095,281910,281910,535437,36.5
2016,29,097,45730,45730,90738,36.3
2016,29,099,83754,83754,175548,39.3
2016,29,165,37929,37929,77553,38.3
2016,29,183,143152,143152,300763,38
2016,29,187,24350,24350,48351,39.7
2016,29,189,403271,403271,787494,40.3
2016,29,510,139021,139021,247796,35.3
2016,30,013,33759,33759,63336,38.6
2016,30,029,39279,39279,77605,42.3
2016,30,031,39644,39644,82064,33.7
2016,30,049,27283,27283,52624,41.6
2016,30,063,47725,47725,94341,36.4
2016,30,111,65019,65019,122128,38.9
2016,31,055,214073,214073,416189,34.5
2016,31,109,122027,122027,233812,33.1
2016,31,153,64863,64863,133255,34.7
2016,32,003,755258,755258,1686393,37
2016,32,031,174726,174726,361199,38.2
2016,33,005,29428,29428,59765,42.9
2016,33,009,33546,33546,69902,43.1
2016,33,011,158777,158777,325238,40.4
2016,33,013,57531,57531,117105,42.4
2016,33,015,119688,119688,248979,44.6
2016,33,017,48351,48351,97360,36.9
2016,34,001,96777,96777,215037,40.6
2016,34,003,337227,337227,754804,41.4
2016,34,005,165862,165862,356291,41.5
2016,34,007,185512,185512,400989,38.5
2016,34,009,38895,38895,77809,49
2016,34,011,50787,50787,108600,36.8
2016,34,013,280734,280734,610247,37.2
2016,34,015,105436,105436,230568,39.7
2016,34,017,253321,253321,546074,34.9
2016,34,019,47195,47195,100118,46.2
2016,34,021,128332,128332,285591,38.5
2016,34,023,283661,283661,646000,38.2
2016,34,025,230769,230769,504582,43
2016,34,027,181059,181059,398366,42.4
2016,34,029,224308,224308,462302,42.8
2016,34,031,163868,163868,391239,36.7
2016,34,033,24195,24195,50300,41.2
2016,34,035,116169,116169,266173,41.5
2016,34,037,51978,51978,116991,44.7
2016,34,039,187922,187922,433642,38.5
2016,34,041,40512,40512,86347,44.1
2016,35,001,262328,262328,536923,37.4
2016,35,005,22516,22516,48413,35.1
2016,35,013,75759,75759,162037,33.5
2016,35,025,20793,20793,48237,31.5
2016,35,031,20061,20061,55133,31.6
2016,35,035,22384,22384,48612,35.8
2016,35,043,49821,49821,112070,38.8
2016,35,045,43093,43093,87250,36.3
2016,35,049,60096,60096,121874,46
2016,35,061,26575,26575,58150,38.3
2016,36,001,125329,125329,243504,37.9
2016,36,005,498539,498539,1098452,33.6
2016,36,007,76957,76957,152805,39.6
2016,36,009,31409,31409,59688,41.6
2016,36,011,30966,30966,60603,41.4
2016,36,013,51705,51705,100621,42.2
2016,36,015,34418,34418,65434,41.5
2016,36,019,30624,30624,61244,39.2
2016,36,027,108200,108200,228470,41.8
2016,36,029,380473,380473,731596,40
2016,36,045,41415,41415,82173,33.1
2016,36,047,941871,941871,2066743,34.8
2016,36,051,23904,23904,48478,40.7
2016,36,053,25612,25612,54639,41.3
2016,36,055,299224,299224,585993,38.7
2016,36,059,440785,440785,1086468,41.5
2016,36,061,748293,748293,1381748,37.1
2016,36,063,86786,86786,171853,43.4
2016,36,065,87929,87929,176682,41.1
2016,36,067,182984,182984,360177,38.7
2016,36,069,45187,45187,87080,44.3
2016,36,071,124365,124365,286635,37.2
2016,36,075,44633,44633,92613,40.1
2016,36,079,34762,34762,80277,43.8
2016,36,081,761819,761819,1887616,38.3
2016,36,083,62816,62816,126433,39.5
2016,36,085,164289,164289,378816,39.7
2016,36,087,99257,99257,243028,36.5
2016,36,089,40479,40479,78409,38.8
2016,36,091,93703,93703,183015,42
2016,36,093,48720,48720,120807,40.1
2016,36,101,38458,38458,77243,42.3
2016,36,103,474311,474311,1189312,41.2
2016,36,105,25031,25031,57959,43.8
2016,36,109,37683,37683,77473,30.6
2016,36,111,68298,68298,142938,44.1
2016,36,113,28841,28841,53731,47.1
2016,36,117,37496,37496,72590,43.6
2016,36,119,342216,342216,762656,40.7
2016,37,001,64369,64369,124566,39.9
2016,37,019,54331,54331,107869,53.4
2016,37,021,103127,103127,207475,42.6
2016,37,023,35211,35211,71436,45
2016,37,025,70438,70438,154118,37.7
2016,37,027,32911,32911,65804,43.3
2016,37,031,27506,27506,56806,48
2016,37,035,61618,61618,124230,41.3
2016,37,037,28568,28568,58744,47.1
2016,37,045,36405,36405,77343,40.7
2016,37,049,40297,40297,79332,37.4
2016,37,051,124014,124014,242947,32
2016,37,057,62695,62695,131251,42.3
2016,37,063,123697,123697,233889,35.1
2016,37,067,146219,146219,284805,38
2016,37,071,82982,82982,171179,39.8
2016,37,081,201520,201520,400994,37.1
2016,37,085,43960,43960,96678,34
2016,37,089,47791,47791,93845,47.3
2016,37,097,65037,65037,136081,40.8
2016,37,101,66254,66254,146390,38
2016,37,109,31588,31588,65578,44.3
2016,37,119,399504,399504,814626,35
2016,37,125,38786,38786,77295,45.4
2016,37,127,35409,35409,74367,41.8
2016,37,129,92808,92808,179199,39.1
2016,37,133,61766,61766,131385,26.6
2016,37,135,50203,50203,105919,34.1
2016,37,147,70019,70019,137104,32.1
2016,37,151,56793,56793,113508,42.6
2016,37,155,45123,45123,100289,36.3
2016,37,157,38163,38163,73279,43.7
2016,37,159,50138,50138,108611,39.4
2016,37,161,26982,26982,53915,45.6
2016,37,171,28261,28261,58010,44.3
2016,37,179,74763,74763,170403,38.4
2016,37,183,387771,387771,797588,36
2016,37,191,47240,47240,95103,37.3
2016,37,193,28771,28771,55482,44.2
2016,37,195,30897,30897,63259,40.3
2016,38,015,39075,39075,71766,36.5
2016,38,017,76206,76206,134407,32.4
2016,38,035,30045,30045,54302,29.9
2016,38,101,27803,27803,53290,30.7
2016,39,003,39982,39982,78741,38.2
2016,39,007,38728,38728,76273,43.4
2016,39,009,21732,21732,48309,27.9
2016,39,013,27240,27240,53270,44.5
2016,39,017,137314,137314,287207,36.5
2016,39,023,54548,54548,105464,41.9
2016,39,025,77925,77925,159803,39.7
2016,39,029,41469,41469,81521,44.2
2016,39,035,534355,534355,994171,40.2
2016,39,041,68617,68617,146601,38.1
2016,39,043,30682,30682,61485,46.2
2016,39,045,55614,55614,117391,40.2
2016,39,049,502932,502932,970900,34
2016,39,055,35519,35519,74845,44.9
2016,39,057,63908,63908,126648,38.6
2016,39,061,335907,335907,627170,37
2016,39,063,31693,31693,59120,38.2
2016,39,081,26971,26971,52961,44.6
2016,39,085,96325,96325,185465,43.7
2016,39,089,62898,62898,132123,40
2016,39,093,117871,117871,237013,41.3
2016,39,095,180217,180217,336328,38
2016,39,099,96998,96998,184221,43.5
2016,39,101,25114,25114,47789,41.8
2016,39,103,67812,67812,139894,42.3
2016,39,109,41313,41313,83412,41.7
2016,39,113,223131,223131,411974,39.3
2016,39,119,34169,34169,66882,40.1
2016,39,133,62468,62468,128268,37.4
2016,39,139,48437,48437,91592,41.3
2016,39,141,28710,28710,56830,40.9
2016,39,145,29904,29904,58430,39.7
2016,39,151,152129,152129,294445,41.6
2016,39,153,222202,222202,432755,41.1
2016,39,155,85799,85799,161180,44.2
2016,39,157,34968,34968,73217,39.3
2016,39,165,82404,82404,169600,39
2016,39,169,43277,43277,87863,38.7
2016,39,173,50175,50175,100314,34.8
2016,40,017,44235,44235,103221,35.8
2016,40,027,105102,105102,211698,34
2016,40,031,42986,42986,87081,33.3
2016,40,037,25658,25658,55339,40
2016,40,101,26000,26000,50562,37.9
2016,40,109,300690,300690,587119,34.5
2016,40,119,30657,30657,59137,27.3
2016,40,125,25547,25547,54093,37.7
2016,40,131,34130,34130,71581,39.4
2016,40,143,254473,254473,489266,35.5
2016,40,145,28289,28289,60390,39.1
2016,41,003,34543,34543,70323,32.5
2016,41,005,154070,154070,327995,41.3
2016,41,017,71262,71262,148026,41.8
2016,41,019,43818,43818,89396,47.2
2016,41,029,86745,86745,174818,43.1
2016,41,033,35439,35439,71732,47.1
2016,41,035,26359,26359,53072,42.1
2016,41,039,147712,147712,302709,39.4
2016,41,043,46645,46645,97629,39.4
2016,41,047,116787,116787,254128,36.4
2016,41,051,320476,320476,649742,36.8
2016,41,053,29291,29291,65137,37.7
2016,41,059,25900,25900,54439,35.4
2016,41,067,213820,213820,456919,36.6
2016,41,071,35832,35832,79077,38.2
2016,42,001,38125,38125,80699,44.2
2016,42,003,528892,528892,989104,40.6
2016,42,005,26105,26105,54855,46.5
2016,42,007,68811,68811,135896,44.9
2016,42,011,150402,150402,322270,40.1
2016,42,013,51154,51154,99422,43.8
2016,42,017,234126,234126,506361,43.7
2016,42,019,75472,75472,148603,43.3
2016,42,021,56443,56443,105643,45.1
2016,42,025,25986,25986,51957,46.2
2016,42,027,57410,57410,121647,31.7
2016,42,029,187188,187188,399133,40.3
2016,42,033,29061,29061,62436,44.8
2016,42,037,26531,26531,51232,40.6
2016,42,039,33955,33955,66774,42.7
2016,42,041,96906,96906,190941,40.2
2016,42,043,111260,111260,216306,39.6
2016,42,045,205188,205188,435210,39
2016,42,049,109705,109705,211741,39.2
2016,42,051,53662,53662,107147,44.8
2016,42,055,60492,60492,122081,41.8
2016,42,063,34786,34786,67127,39.7
2016,42,069,86203,86203,166343,41.7
2016,42,071,196807,196807,413174,38.2
2016,42,073,35861,35861,70275,45
2016,42,075,51143,51143,107341,41.2
2016,42,077,139199,139199,282301,39
2016,42,079,124118,124118,250557,43.1
2016,42,081,45525,45525,88058,40.6
2016,42,085,45630,45630,86731,45.1
2016,42,089,57284,57284,134849,41.9
2016,42,091,312447,312447,643604,41.4
2016,42,095,111760,111760,238430,41.6
2016,42,097,38098,38098,72614,44.7
2016,42,101,580205,580205,1220736,34.1
2016,42,107,58149,58149,111724,44.4
2016,42,111,29189,29189,57870,45.7
2016,42,125,83117,83117,167743,44.6
2016,42,129,148238,148238,292502,46.7
2016,42,133,169885,169885,348981,41.2
2016,44,003,67747,67747,136361,43.5
2016,44,005,35078,35078,66019,45.6
2016,44,007,235728,235728,493545,37.5
2016,44,009,50368,50368,102257,45.1
2016,45,003,66751,66751,132972,40.8
2016,45,007,75432,75432,154466,40.4
2016,45,013,67932,67932,145898,44.9
2016,45,015,75202,75202,162673,36.4
2016,45,019,156836,156836,314030,37.1
2016,45,031,25924,25924,52600,41.2
2016,45,035,55324,55324,117372,36.3
2016,45,041,50193,50193,106126,39
2016,45,045,187957,187957,384149,38.1
2016,45,047,27533,27533,53514,37.8
2016,45,051,125562,125562,265293,45.3
2016,45,057,32630,32630,69724,42.6
2016,45,059,24805,24805,51274,39.2
2016,45,063,110146,110146,223923,38.9
2016,45,073,31498,31498,61904,44.7
2016,45,075,33449,33449,67849,39.4
2016,45,077,47303,47303,96114,36.3
2016,45,079,153376,153376,303458,33.4
2016,45,083,113463,113463,232325,38.1
2016,45,085,41439,41439,82143,36.1
2016,45,091,98128,98128,198318,38.7
2016,46,099,73808,73808,140021,34.9
2016,46,103,42956,42956,83519,38.3
2016,47,001,31209,31209,60850,43.4
2016,47,009,49672,49672,103826,43.7
2016,47,011,40710,40710,81602,39.2
2016,47,037,281967,281967,533348,34.2
2016,47,059,25418,25418,55808,44.9
2016,47,065,139615,139615,283092,39
2016,47,093,183889,183889,359722,37.3
2016,47,113,37322,37322,74299,38
2016,47,119,33667,33667,69755,39.9
2016,47,125,69427,69427,144649,30.8
2016,47,141,31343,31343,59307,36.7
2016,47,147,25302,25302,53365,37.9
2016,47,149,111387,111387,235269,33.1
2016,47,155,36098,36098,77496,41.3
2016,47,157,354666,354666,709736,35.5
2016,47,163,64795,64795,127372,45
2016,47,165,65186,65186,140605,40.1
2016,47,179,52707,52707,101111,39.9
2016,47,187,73811,73811,165854,39
2016,47,189,47707,47707,103062,41.1
2016,48,005,30210,30210,65270,37.6
2016,48,021,25975,25975,63315,38.7
2016,48,027,119985,119985,246078,31
2016,48,029,628924,628924,1455087,33.5
2016,48,037,33031,33031,67865,37
2016,48,039,117168,117168,258964,36
2016,48,041,78272,78272,165078,26.1
2016,48,061,120499,120499,305066,31.5
2016,48,085,334794,334794,714700,36.5
2016,48,091,48604,48604,107417,42.6
2016,48,099,22682,22682,44355,31.7
2016,48,113,924789,924789,1934321,33.3
2016,48,121,281964,281964,612804,35.1
2016,48,135,51012,51012,113563,30.4
2016,48,139,55586,55586,126876,36.1
2016,48,141,267376,267376,619794,32.1
2016,48,157,230121,230121,555914,36
2016,48,167,120938,120938,251747,37.1
2016,48,181,47135,47135,98607,40
2016,48,183,45231,45231,91105,35.5
2016,48,187,51935,51935,118510,37
2016,48,201,1606399,1606399,3446665,33.3
2016,48,203,23742,23742,50318,37.2
2016,48,209,71267,71267,155874,31.2
2016,48,213,30403,30403,63737,43.7
2016,48,215,234716,234716,589587,29.2
2016,48,231,31377,31377,70033,38.1
2016,48,245,95801,95801,183755,35.9
2016,48,251,54048,54048,122956,36.9
2016,48,257,36696,36696,87550,36
2016,48,291,26204,26204,54476,36.7
2016,48,303,111975,111975,225383,30.6
2016,48,309,87163,87163,184710,33.3
2016,48,329,56178,56178,118583,32
2016,48,339,193637,193637,423158,37.2
2016,48,347,23080,23080,45796,30.7
2016,48,355,129254,129254,274037,35
2016,48,361,32538,32538,65214,37.4
2016,48,367,44098,44098,99444,40
2016,48,375,42179,42179,84226,33.8
2016,48,381,49728,49728,101573,35.5
2016,48,397,31620,31620,70331,37.5
2016,48,409,23761,23761,50862,35.6
2016,48,423,75792,75792,171349,36.5
2016,48,439,696887,696887,1517983,34.3
2016,48,441,48607,48607,100757,32.8
2016,48,451,43497,43497,87968,33.8
2016,48,453,457810,457810,933790,33.7
2016,48,469,32249,32249,70447,36.1
2016,48,471,21209,21209,44430,34.1
2016,48,479,73483,73483,185594,28.1
2016,48,485,49486,49486,89393,34
2016,48,491,173125,173125,401069,36.2
2016,49,005,37151,37151,86258,25.3
2016,49,011,103665,103665,239785,30.9
2016,49,035,366239,366239,832571,32.7
2016,49,049,157803,157803,398052,24.6
2016,49,053,51774,51774,120939,35.9
2016,49,057,79501,79501,181141,32.4
2016,50,007,64867,64867,126051,37.2
2016,51,003,40318,40318,81377,38.2
2016,51,013,103479,103479,190221,34.8
2016,51,015,29664,29664,58904,45.2
2016,51,019,29566,29566,63250,45.8
2016,51,041,122221,122221,265564,39.2
2016,51,059,395164,395164,890943,38.1
2016,51,061,24777,24777,54233,41.5
2016,51,069,30760,30760,66093,40.9
2016,51,085,37931,37931,82800,44.1
2016,51,087,127930,127930,258459,38.8
2016,51,095,28480,28480,59600,47.2
2016,51,107,124916,124916,287074,35.9
2016,51,121,36128,36128,76314,28.2
2016,51,153,139792,139792,340266,34.9
2016,51,161,38541,38541,75416,43.5
2016,51,165,31186,31186,62704,41.8
2016,51,177,44169,44169,102721,39
2016,51,179,47017,47017,107349,35.9
2016,51,199,23797,23797,52271,39.5
2016,51,510,69875,69875,128366,36.6
2016,51,550,83364,83364,181951,36.9
2016,51,650,54181,54181,105054,36.2
2016,51,680,27545,27545,56097,27.7
2016,51,700,67628,67628,134536,33.4
2016,51,710,87910,87910,175522,30.6
2016,51,740,36615,36615,72070,35
2016,51,760,91704,91704,176177,33.4
2016,51,770,42213,42213,77776,38.7
2016,51,800,33377,33377,69379,38.2
2016,51,810,168061,168061,352243,35.8
2016,53,005,70434,70434,146394,35.6
2016,53,007,28353,28353,58967,40.3
2016,53,009,31837,31837,61706,50.8
2016,53,011,169997,169997,363777,38
2016,53,015,40170,40170,84029,42.4
2016,53,021,25903,25903,60814,29.3
2016,53,025,28351,28351,68611,32.9
2016,53,027,27330,27330,55560,43.9
2016,53,029,33365,33365,67764,45.4
2016,53,033,861154,861154,1729419,37.1
2016,53,035,101995,101995,210445,38.5
2016,53,041,29509,29509,62512,43.7
2016,53,053,317671,317671,666044,36.1
2016,53,057,46423,46423,98714,42
2016,53,061,286116,286116,620864,38
2016,53,063,195807,195807,386824,37.3
2016,53,067,105863,105863,220429,39.5
2016,53,073,84011,84011,174048,37
2016,53,077,81084,81084,180003,32.8
2016,54,003,42369,42369,88210,38.2
2016,54,011,39017,39017,74942,38
2016,54,033,27741,27741,54685,41.8
2016,54,039,79049,79049,149972,43.4
2016,54,061,38699,38699,83557,31.4
2016,54,081,30431,30431,59669,41.2
2016,54,107,34991,34991,69024,43
2016,55,009,104804,104804,198851,37.1
2016,55,025,217506,217506,419508,35
2016,55,027,34648,34648,68285,42.1
2016,55,035,41312,41312,79910,34.2
2016,55,039,40815,40815,79559,41
2016,55,055,32378,32378,65508,39.6
2016,55,059,64386,64386,130142,39
2016,55,063,47086,47086,92723,35.5
2016,55,071,34234,34234,64616,44.6
2016,55,073,55147,55147,107146,40.8
2016,55,079,381318,381318,727221,34.7
2016,55,087,72994,72994,143185,38.2
2016,55,089,35417,35417,70284,44
2016,55,097,28009,28009,55282,36.6
2016,55,101,75921,75921,150605,40
2016,55,105,63222,63222,125041,40.1
2016,55,109,33460,33460,67572,38.3
2016,55,117,47652,47652,90439,41.5
2016,55,127,40039,40039,81108,39.9
2016,55,131,53090,53090,106754,42.9
2016,55,133,156503,156503,319615,43.2
2016,55,139,69943,69943,131412,38.6
2016,55,141,32749,32749,58538,44.1
2016,56,021,38181,38181,75937,36.4
2016,56,025,32059,32059,62411,36
2017,25,003,54193,54193,101772,46.9
2017,25,005,218570,218570,446477,41.2
2017,25,009,294092,294092,623300,40.8
2017,25,011,29239,29239,58901,47.1
2017,25,013,180933,180933,367366,38.7
2017,25,015,57848,57848,119038,35.8
2017,25,017,599499,599499,1269082,38.4
2017,25,021,263862,263862,554150,41.2
2017,25,023,187608,187608,409125,42.9
2017,25,025,308889,308889,637523,32.9
2017,25,027,308533,308533,648267,40.5
2017,26,005,44766,44766,90721,39.8
2017,26,017,44907,44907,84290,44.2
2017,26,021,64166,64166,121477,41.9
2017,26,025,54556,54556,104572,40.7
2017,26,037,29959,29959,62971,41.2
2017,26,045,44329,44329,87340,41.6
2017,26,049,165719,165719,322871,41
2017,26,055,38211,38211,75176,43.4
2017,26,065,111915,111915,221292,31.9
2017,26,073,25000,25000,54044,28.1
2017,26,075,62220,62220,119715,41.5
2017,26,077,104075,104075,205247,34.4
2017,26,081,240678,240678,500270,35.3
2017,26,087,34271,34271,70436,44.1
2017,26,091,38559,38559,75306,42
2017,26,093,72726,72726,153086,43.5
2017,26,099,346457,346457,702222,40.9
2017,26,103,25725,25725,52131,38.9
2017,26,111,34096,34096,66340,42.3
2017,26,115,59528,59528,120888,42.8
2017,26,121,64581,64581,132121,38.9
2017,26,125,504944,504944,1009239,41.2
2017,26,139,104281,104281,216880,35.2
2017,26,145,80958,80958,150834,41.5
2017,26,147,65117,65117,129343,43.9
2017,26,155,27277,27277,54903,43
2017,26,159,29037,29037,59030,42
2017,26,161,140729,140729,288138,33.4
2017,26,163,683986,683986,1371642,38
2017,27,003,127305,127305,274801,38.4
2017,27,013,26098,26098,52516,30.5
2017,27,019,35721,35721,77055,37.5
2017,27,037,160590,160590,327874,37.8
2017,27,053,507728,507728,988591,36.5
2017,27,109,61873,61873,119429,37.4
2017,27,123,211123,211123,420977,35
2017,27,131,23130,23130,45091,36.7
2017,27,137,85213,85213,160102,40.9
2017,27,139,50018,50018,109194,36.4
2017,27,141,31869,31869,71637,36.3
2017,27,145,59708,59708,118335,34.3
2017,27,163,92337,92337,197417,39.1
2017,27,171,47868,47868,99942,37.5
2017,28,033,61764,61764,137981,36.9
2017,28,035,28066,28066,56479,32.2
2017,28,047,78449,78449,156599,36.1
2017,28,049,89570,89570,178887,35.1
2017,28,059,52318,52318,112274,38.6
2017,28,067,23950,23950,51755,37.6
2017,28,075,30019,30019,57208,38
2017,28,081,30844,30844,64541,37.6
2017,28,089,40539,40539,79769,36.9
2017,28,121,54699,54699,116398,36.9
2017,29,019,70355,70355,138560,31.3
2017,29,021,33716,33716,66904,37
2017,29,031,29245,29245,60566,36.2
2017,29,037,40545,40545,80022,39.6
2017,29,043,32009,32009,66195,38.4
2017,29,047,92020,92020,188605,37.3
2017,29,051,29726,29726,56855,38.1
2017,29,071,40256,40256,81963,41
2017,29,077,120498,120498,225137,36.3
2017,29,095,285887,285887,541703,36.7
2017,29,097,46784,46784,91114,35.7
2017,29,099,84301,84301,175990,39.5
2017,29,165,39407,39407,79445,38.1
2017,29,183,145332,145332,305052,38.8
2017,29,187,22504,22504,47605,39.8
2017,29,189,406823,406823,786538,40.3
2017,29,510,138513,138513,248024,35.6
2017,30,013,33346,33346,63472,39.5
2017,30,029,37236,37236,80395,42.7
2017,30,031,44315,44315,85055,33.4
2017,30,049,28250,28250,53653,40.3
2017,30,063,48806,48806,95137,35.6
2017,30,111,65962,65962,122534,39.6
2017,31,055,218390,218390,423540,34.7
2017,31,109,122954,122954,237053,33.7
2017,31,153,65715,65715,136316,34.5
2017,32,003,781796,781796,1726470,37.3
2017,32,031,180851,180851,367111,38.4
2017,33,005,29385,29385,60124,42.8
2017,33,009,33672,33672,70055,43.4
2017,33,011,161414,161414,329112,40.8
2017,33,013,58220,58220,118794,43.8
2017,33,015,120096,120096,252148,44.6
2017,33,017,48988,48988,98883,36.4
2017,34,001,97618,97618,215017,42
2017,34,003,338516,338516,762650,41.7
2017,34,005,164248,164248,356186,41.4
2017,34,007,190616,190616,403092,38.6
2017,34,009,39526,39526,77563,50.1
2017,34,011,50696,50696,110384,37.9
2017,34,013,284928,284928,620762,37.7
2017,34,015,105236,105236,233445,40.6
2017,34,017,251906,251906,559062,35.2
2017,34,019,45967,45967,100799,46.3
2017,34,021,128757,128757,289865,38.4
2017,34,023,285446,285446,651700,38.4
2017,34,025,235727,235727,504771,43.2
2017,34,027,180854,180854,400587,42.2
2017,34,029,225847,225847,466069,42.7
2017,34,031,168397,168397,397830,36.9
2017,34,033,24801,24801,49914,42.1
2017,34,035,114812,114812,268646,41.1
2017,34,037,53396,53396,116434,44.8
2017,34,039,190138,190138,441797,38.5
2017,34,041,41366,41366,87254,44
2017,35,001,264827,264827,538310,37.8
2017,35,005,23002,23002,47779,34.6
2017,35,013,75441,75441,161513,33.3
2017,35,025,22222,22222,48277,31.6
2017,35,031,21083,21083,53552,31.6
2017,35,035,23007,23007,48968,35.2
2017,35,043,50873,50873,111652,40
2017,35,045,41071,41071,94657,35.6
2017,35,049,60904,60904,123075,46.3
2017,35,061,26359,26359,59550,39.2
2017,36,001,124144,124144,243697,38
2017,36,005,503985,503985,1120969,34
2017,36,007,78604,78604,151649,39.6
2017,36,009,32360,32360,60183,41.7
2017,36,011,30870,30870,60432,42.6
2017,36,013,51985,51985,100893,42.6
2017,36,015,32247,32247,64506,41.4
2017,36,019,31493,31493,60702,39.3
2017,36,027,106043,106043,230763,41.8
2017,36,029,386396,386396,735500,40.3
2017,36,045,41548,41548,83469,32.4
2017,36,047,956223,956223,2084716,35.2
2017,36,051,24725,24725,48198,41.2
2017,36,053,26024,26024,53892,41.1
2017,36,055,301619,301619,585870,38.7
2017,36,059,446978,446978,1094281,41.5
2017,36,061,764218,764218,1404276,37.3
2017,36,063,88659,88659,170925,43
2017,36,065,88790,88790,176753,40.6
2017,36,067,185709,185709,359711,39
2017,36,069,44414,44414,87321,44
2017,36,071,127517,127517,288094,36.8
2017,36,075,45971,45971,92121,40.4
2017,36,079,34549,34549,81631,44.1
2017,36,081,769258,769258,1915915,38.7
