year,StateCode,CountyCode,workers,medianHouseIncome,medianFamilyIncome,medianNonFamIncome,medianWorkerIncome
2016,34,027,273692,106985,129153,53896,51824
2016,34,029,267148,62222,80492,34066,36301
2016,34,031,258644,62016,73390,35264,31932
2016,34,033,31299,53662,75103,32126,32641
2016,34,035,183458,104478,130939,50903,50644
2016,34,037,78518,87829,100904,53884,46181
2016,34,039,299209,72028,83770,41792,39982
2016,34,041,60057,74867,97264,48543,40425
2016,35,001,339630,50601,62038,31666,30075
2016,35,005,29464,40960,49186,19026,24738
2016,35,013,97426,37496,47776,21560,19717
2016,35,025,29198,55636,62021,36585,30177
2016,35,031,28151,31526,34902,16741,20978
2016,35,035,28826,43646,54377,29514,22945
2016,35,043,66279,57158,69271,35800,34375
2016,35,045,52036,52003,63793,32291,30738
2016,35,049,73755,57863,68835,42409,32268
2016,35,061,31640,43700,46763,28024,27364
2016,36,001,169508,61754,85897,40299,32923
2016,36,005,678285,37525,42602,23673,26278
2016,36,007,92961,50463,63692,26920,27392
2016,36,009,36239,46842,57699,25977,30262
2016,36,011,40074,54995,66121,36164,31806
2016,36,013,58133,42204,56959,24519,26886
2016,36,015,39856,51269,69651,23150,30548
2016,36,019,39985,55316,64266,32279,27144
2016,36,027,152785,74115,91993,42124,35975
2016,36,029,464632,54246,73253,31841,33966
2016,36,045,57529,45624,55102,27975,26553
2016,36,047,1331700,55150,61989,41030,35805
2016,36,051,30165,53121,65702,35027,25969
2016,36,053,36556,60630,83422,31954,32081
2016,36,055,390097,54492,73088,33895,31622
2016,36,059,711668,105870,125601,43643,47069
2016,36,061,955916,77559,99195,67843,56579
2016,36,063,106151,50233,68775,31352,31862
2016,36,065,106326,52996,67107,30846,31198
2016,36,067,238081,56991,76453,33844,34428
2016,36,069,56034,57448,76497,35712,32149
2016,36,071,189560,73025,89797,38069,35518
2016,36,075,56256,53562,63639,33491,26839
2016,36,079,51845,96992,115978,50000,44199
2016,36,081,1228957,62207,70538,42671,35207
2016,36,083,86478,65965,83174,37377,38822
2016,36,085,221694,77197,93093,34500,46347
2016,36,087,155605,85515,101100,51545,37107
2016,36,089,46953,51592,60475,28774,26354
2016,36,091,124656,76097,92050,45562,41176
2016,36,093,80532,58331,76279,34293,30533
2016,36,101,46743,50575,59901,31958,27143
2016,36,103,786174,92933,107747,47270,41653
2016,36,105,35849,50652,70403,29474,27472
2016,36,109,54921,56349,78948,31051,24966
2016,36,111,91862,62790,78407,31734,34631
2016,36,113,34408,58061,71433,35239,31680
2016,36,117,48026,59538,64662,36527,31541
2016,36,119,507324,89709,113190,47468,42430
2016,37,001,81073,45100,57989,27845,29062
2016,37,019,50125,50692,62405,26108,26403
2016,37,021,128682,50685,63303,30806,28705
2016,37,023,40817,40345,46256,23588,26040
2016,37,025,106110,63386,74954,39810,32902
2016,37,027,37963,36301,46075,20525,25341
2016,37,031,31711,51206,63185,26804,26935
2016,37,035,78533,48913,61567,29238,30084
2016,37,037,31625,62961,80286,28698,39016
2016,37,045,43580,36992,46611,17114,25252
2016,37,049,50300,49938,60748,30777,26397
2016,37,051,161437,45205,51697,31733,26617
2016,37,057,80416,45678,56744,27835,28642
2016,37,063,168720,53832,74524,40034,32825
2016,37,067,180741,48271,59503,30113,29472
2016,37,071,107752,48711,56697,30111,30431
2016,37,081,262991,47262,59626,31912,29490
2016,37,085,61258,51637,61160,29857,30524
2016,37,089,53685,54963,63476,35608,31140
2016,37,097,87782,55891,66550,34826,31531
2016,37,101,95341,54719,62832,36357,29757
2016,37,109,40538,49453,60230,26792,32387
2016,37,119,583897,62978,77264,44383,35986
2016,37,125,41879,52279,74000,26942,32457
2016,37,127,47629,47902,60451,19889,27825
2016,37,129,110546,50028,68474,31503,30928
2016,37,133,99075,47150,54228,30369,24763
2016,37,135,75895,66423,90210,36450,29496
2016,37,147,90020,46573,63308,26516,28824
2016,37,151,69044,44836,54002,25652,27461
2016,37,155,54416,34254,41239,18146,24971
2016,37,157,40603,40985,50221,22472,26678
2016,37,159,66513,48379,56196,27954,28060
2016,37,161,28840,36121,50693,20623,23293
2016,37,171,30774,36802,48957,17446,27029
2016,37,179,116675,71588,80040,33056,35322
2016,37,183,582846,76097,94265,48339,40939
2016,37,191,55832,41711,55021,21672,26980
2016,37,193,32142,41332,52621,20501,26684
2016,37,195,38897,39036,53329,22706,25792
2016,38,015,53957,64558,85747,42291,40246
2016,38,017,106637,59240,78801,40980,33265
2016,38,035,42537,50008,74539,29024,27270
2016,38,101,41123,62573,77553,37750,33195
2016,39,003,52037,47592,56929,25425,26792
2016,39,007,42441,42965,53332,24241,29063
2016,39,009,29628,36193,57274,23927,11759
2016,39,013,31500,48220,61975,21330,25964
2016,39,017,190560,63273,77924,32638,32711
2016,39,023,66204,46811,58475,27292,27161
2016,39,025,106752,60661,73251,33866,34471
2016,39,029,50779,47864,58825,24482,27579
2016,39,035,641650,46601,62603,30352,31461
2016,39,041,102723,101693,122887,43964,48495
2016,39,043,36173,48949,65293,29255,29982
2016,39,045,75150,65316,74990,39615,35333
2016,39,049,700079,56055,68471,40930,32335
2016,39,055,49395,76384,94685,41163,39923
2016,39,057,79274,62018,80068,35562,32256
2016,39,061,429461,53229,71158,32579,32412
2016,39,063,39414,52810,69666,31998,31167
2016,39,081,28609,44257,52830,23183,25881
2016,39,085,123962,61870,75419,34145,35905
2016,39,089,87823,58685,69935,33248,30261
2016,39,093,151849,54504,67161,29510,31010
2016,39,095,218242,44534,60991,28130,30222
2016,39,099,111064,42295,56529,25828,26711
2016,39,101,27756,42826,56967,21145,27238
2016,39,103,97526,72618,90045,39385,36778
2016,39,109,53406,60170,74653,32129,32229
2016,39,113,265366,46936,61549,30658,30305
2016,39,119,41392,43422,55320,24593,26652
2016,39,133,86520,49695,67318,26147,24743
2016,39,139,54566,44073,53384,28698,26624
2016,39,141,33770,46422,61981,26337,30258
2016,39,145,31830,39210,50539,18621,27443
2016,39,151,191788,50994,63184,31262,29086
2016,39,153,277487,52036,68398,31299,31985
2016,39,155,93186,45552,56075,25963,29345
2016,39,157,45684,50440,60367,27796,28268
2016,39,165,115001,80207,93763,40722,42681
2016,39,169,58202,53434,64557,27476,27370
2016,39,173,73979,60166,80492,32379,30109
2016,40,017,71588,67177,80440,35652,33871
2016,40,027,147811,61288,75265,32815,31636
2016,40,031,60267,51164,67119,33205,26627
2016,40,037,30122,43609,56050,22867,32414
2016,40,101,28993,40860,51624,19778,26196
2016,40,109,391005,51078,64532,32933,30563
2016,40,119,38241,35927,69421,16368,22031
2016,40,125,31169,41716,51743,26936,25802
2016,40,131,45782,62434,72432,32688,35390
2016,40,143,330474,51325,65918,31544,31689
2016,40,145,39559,62041,71925,33615,32444
2016,41,003,44249,55459,78743,28052,22801
2016,41,005,212532,74891,90008,39309,37433
2016,41,017,93810,61870,73904,36679,31296
2016,41,019,45387,42889,52832,23681,25840
2016,41,029,102091,48563,62364,29384,25657
2016,41,033,35054,36472,45866,19720,21204
2016,41,035,29156,45604,48313,28285,24994
2016,41,039,183156,47777,61046,27801,25138
2016,41,043,56421,51310,64511,29923,30903
2016,41,047,161368,56550,65200,34415,26716
2016,41,051,456094,62629,78962,43780,35154
2016,41,053,38264,52485,66067,35317,27486
2016,41,059,35696,50171,61756,26099,25038
2016,41,067,318293,75634,88503,46307,36658
2016,41,071,50356,61596,69981,41275,30623
2016,42,001,53083,59300,74680,31033,30503
2016,42,003,664379,56140,79075,33974,35683
2016,42,005,30644,47398,61167,25070,30233
2016,42,007,86386,55221,68243,32343,33120
2016,42,011,216380,59286,71795,36853,31664
2016,42,013,58572,43443,59272,25956,27873
2016,42,017,338126,79936,97670,43036,40718
2016,42,019,96200,66426,85893,38937,39364
2016,42,021,60983,44100,60023,25038,27412
2016,42,025,31484,51676,66525,31405,34141
2016,42,027,80371,60266,87504,31735,25081
2016,42,029,280918,92407,112822,48785,44434
2016,42,033,36436,47352,56369,24155,26031
2016,42,037,32923,49186,61769,26823,30663
2016,42,039,40152,45410,57133,29901,28387
2016,42,041,130305,63530,82370,40795,36203
2016,42,043,143570,60331,72940,37104,35876
2016,42,045,294178,67950,87942,38725,37160
2016,42,049,135856,48964,62882,28659,27482
2016,42,051,59018,43140,56836,22829,27257
2016,42,055,75961,60559,71873,34452,34337
2016,42,063,40604,42962,60995,22724,21645
2016,42,069,102950,47475,62964,26760,30741
2016,42,071,280728,61335,71683,36061,31505
2016,42,073,41981,46918,61151,25202,29142
2016,42,075,70195,57248,67379,33221,31216
2016,42,077,189419,60498,70664,36611,35005
2016,42,079,156693,46580,62946,26059,30932
2016,42,081,57238,49052,60200,30584,28981
2016,42,085,53544,49890,61372,28560,26146
2016,42,089,82743,60095,74095,38397,31827
2016,42,091,447718,84113,103886,46229,45269
2016,42,095,158839,66438,79043,36243,32052
2016,42,097,44934,47736,57180,25502,29932
2016,42,101,751127,41449,50280,29943,30678
2016,42,107,66219,50684,61340,27056,33572
2016,42,111,33512,43871,57193,23501,27073
2016,42,125,103292,57998,74898,30826,33723
2016,42,129,178555,56722,71889,27624,34725
2016,42,133,230806,62462,72104,37653,35106
2016,44,003,91198,63101,79411,34034,36840
2016,44,005,44590,73596,86091,46842,37186
2016,44,007,328525,52369,68036,32147,33413
2016,44,009,68475,77813,101100,38157,36039
2016,45,003,75770,45945,55755,28126,29761
2016,45,007,93309,45090,56702,24431,28711
2016,45,013,86579,65919,78129,34987,30392
2016,45,015,105434,59153,71127,40968,32338
2016,45,019,209171,56827,80433,35752,35975
2016,45,031,31681,36841,51342,25130,25739
2016,45,035,75545,57637,67883,35369,35053
2016,45,041,64633,46524,58378,23933,30474
2016,45,045,254276,55342,69520,31010,30994
2016,45,047,32847,38200,47022,23003,22462
2016,45,051,155780,45621,57545,30258,25076
2016,45,057,39072,56216,70305,26079,30388
2016,45,059,31706,44038,52226,23234,24592
2016,45,063,146773,57382,72911,35258,34403
2016,45,073,34344,43743,54808,22825,24808
2016,45,075,39707,32450,44155,15208,21816
2016,45,077,58875,45779,57412,26456,25447
2016,45,079,218225,52030,63252,36245,27170
2016,45,083,146592,47371,58450,27666,28747
2016,45,085,50180,40614,47284,21760,24807
2016,45,091,134978,60767,75183,37753,35132
2016,46,099,107761,60038,78493,35841,35072
2016,46,103,56852,50950,63487,31697,27891
2016,47,001,34956,46055,55419,25003,29043
2016,47,009,61847,51183,61447,29735,27285
2016,47,011,50293,44853,54231,29132,27334
2016,47,037,389570,54855,67482,41414,31899
2016,47,059,29883,41109,52527,22989,25681
2016,47,065,174546,47898,71160,30896,31474
2016,47,093,240662,52102,71463,32045,29438
2016,47,113,41987,41791,49678,26760,31171
2016,47,119,42929,50591,60876,36108,31143
2016,47,125,95886,56112,66144,33372,31538
2016,47,141,37128,37437,53560,19195,24596
2016,47,147,35978,60423,67122,33255,32214
2016,47,149,168687,61157,76209,36961,32493
2016,47,155,48813,45609,52349,30124,23900
2016,47,157,465457,47690,61131,31427,30439
2016,47,163,71912,42859,52060,26457,25932
2016,47,165,92126,60503,75832,32660,34866
2016,47,179,64575,46276,56468,30224,26352
2016,47,187,112483,106054,115221,50457,45690
2016,47,189,67499,71153,82117,31098,37174
2016,48,005,35672,41161,51771,23073,26144
2016,48,021,-999999999,56508,67571,25741,31721
2016,48,027,168845,52275,60695,34138,28820
2016,48,029,960449,53210,63487,35535,28898
2016,48,037,38687,45997,54805,31405,31158
2016,48,039,171437,74799,88670,43053,41559
2016,48,041,111566,41559,66259,24498,22894
2016,48,061,167847,37061,41361,19100,21970
2016,48,085,504604,89638,106612,50675,50154
2016,48,091,66618,77425,86152,41233,33772
2016,48,099,32871,51125,55427,36250,26798
2016,48,113,1350256,54399,61662,41079,31266
2016,48,121,456996,80613,101474,43886,41066
2016,48,135,80962,53254,69569,30604,31494
2016,48,139,85356,70210,77278,39768,35512
2016,48,141,388449,42165,47298,27490,24503
2016,48,157,370825,90680,100619,51403,42175
2016,48,167,166183,64939,84453,35042,37025
2016,48,181,62896,52095,63526,30481,30791
2016,48,183,56993,44219,49376,28728,25911
2016,48,187,75519,68157,74752,47162,36110
2016,48,201,2359353,56377,64727,40763,31736
2016,48,203,29525,46548,51997,27069,27974
2016,48,209,112630,64658,77488,36610,30216
2016,48,213,33291,44088,52244,24291,23970
2016,48,215,339743,36176,39458,21451,21148
2016,48,231,45740,53962,69427,24424,25818
2016,48,245,112995,45390,52197,30967,31053
2016,48,251,77739,59895,65531,35842,35765
2016,48,257,56924,62033,66937,35384,33957
2016,48,291,30492,42877,50491,29303,35306
2016,48,303,150393,49136,58903,31699,25481
2016,48,309,120495,46860,60692,26975,25828
2016,48,329,84614,65349,74670,42643,40047
2016,48,339,270357,71123,84393,40402,39202
2016,48,347,30762,35562,51377,22388,20836
2016,48,355,176870,54318,63595,32296,30859
2016,48,361,39003,53480,62490,27203,34306
2016,48,367,63699,66548,77400,37036,35293
2016,48,375,52460,42305,51827,27903,27768
2016,48,381,74831,67015,85173,34657,33373
2016,48,397,47248,95731,111374,40161,50809
2016,48,409,32188,53348,59716,22189,28936
2016,48,423,104957,52572,66688,30002,27002
2016,48,439,1043050,61534,71519,40911,32465
2016,48,441,66643,48803,59525,29518,26111
2016,48,451,61497,48696,60865,28181,27537
2016,48,453,701116,70158,91582,51008,38347
2016,48,469,47304,53778,64130,36844,29658
2016,48,471,27585,42662,64055,23667,24928
2016,48,479,106254,35659,38211,22051,22430
2016,48,485,66246,44769,54254,29070,24595
2016,48,491,280556,81818,95596,48931,40199
2016,49,005,61940,58003,63338,35065,22289
2016,49,011,168976,76905,85081,41764,33409
2016,49,035,605102,68665,77845,42019,31943
2016,49,049,283189,69799,75222,35506,23487
2016,49,053,69319,55056,63489,27115,24656
2016,49,057,122194,63158,74278,35817,31248
2016,50,007,92794,68843,89616,40731,34113
2016,51,003,54967,71975,94489,48421,38256
2016,51,013,151826,110388,151342,89824,66692
2016,51,015,37304,55342,67114,35259,31150
2016,51,019,38790,56479,74657,30580,31733
2016,51,041,186634,76059,85672,44024,39023
2016,51,059,641767,115717,135595,77223,52132
2016,51,061,37437,94347,121469,52484,42497
2016,51,069,45624,69827,80407,50119,35355
2016,51,085,56177,83135,101923,37152,41103
2016,51,087,179310,66337,84316,41753,37612
2016,51,095,-999999999,83455,102738,41139,36888
2016,51,107,220621,134464,146826,76661,60287
2016,51,121,52052,55706,79334,29992,22117
2016,51,153,247190,97986,109980,61347,41699
2016,51,161,48836,60454,82540,35083,39691
2016,51,165,39900,57755,68272,35947,31919
2016,51,177,68618,81146,90747,50127,37227
2016,51,179,75929,97484,108466,53520,42439
2016,51,199,34555,89418,99497,39007,40792
2016,51,510,99939,87920,120726,73872,55460
2016,51,550,125363,72928,81981,44220,36707
2016,51,650,70522,50435,62418,40106,30874
2016,51,680,40707,41264,52314,27984,20076
2016,51,700,99077,50524,63223,31164,28203
2016,51,710,140092,46467,55717,36715,26402
2016,51,740,49803,48516,57065,36325,29628
2016,51,760,122559,42373,57064,32871,27068
2016,51,770,49640,37044,46710,26057,26749
2016,51,800,45255,66669,76366,40414,37374
2016,51,810,259147,71117,81081,49116,35479
2016,53,005,90308,62508,77778,35372,35535
2016,53,007,-999999999,52080,66159,30131,29934
2016,53,009,30818,48587,62582,29349,29994
2016,53,011,234289,69062,79389,43844,36515
2016,53,015,46682,50637,64239,25530,29212
2016,53,021,42276,57670,65097,30518,26587
2016,53,025,41347,48335,51462,25486,24065
2016,53,027,30364,49623,56308,29510,25991
2016,53,029,39822,64813,69549,39938,31310
2016,53,033,1227628,86095,106558,55144,45903
2016,53,035,131662,69171,80412,42931,35171
2016,53,041,31065,45523,52492,27385,27122
2016,53,053,432432,64434,75492,41455,36404
2016,53,057,58934,60983,74454,37682,31799
2016,53,061,425135,78716,92608,47518,40950
2016,53,063,245751,53043,68373,31242,30117
2016,53,067,136419,65783,78748,38932,36182
2016,53,073,113062,56411,74460,31908,29259
2016,53,077,115399,48965,56994,30501,26446
2016,54,003,57839,57357,71714,37751,32562
2016,54,011,42430,38823,50783,25109,25223
2016,54,033,33267,47204,64990,29215,31121
2016,54,039,86866,45001,62496,23919,30243
2016,54,061,53357,50953,75884,27673,25357
2016,54,081,32924,45863,57487,22648,29319
2016,54,107,38514,48655,59311,30248,28533
2016,55,009,143279,57783,77835,38450,32409
2016,55,025,316496,70796,94463,44069,36130
2016,55,027,47316,55856,68458,31439,31396
2016,55,035,58040,49821,70368,29347,28521
2016,55,039,55283,58310,70860,33810,33292
2016,55,055,46545,58703,72723,31512,31630
2016,55,059,90676,59417,76738,35330,30799
2016,55,063,65511,54823,74831,35367,28821
2016,55,071,42325,51752,64819,33191,31578
2016,55,073,73600,54774,68905,32920,31108
2016,55,079,491498,47607,62000,31848,31138
2016,55,087,104144,61149,77729,37838,34617
2016,55,089,46887,84415,100669,36318,41420
2016,55,097,39261,53655,67681,32188,26532
2016,55,101,97229,55706,65326,32995,31508
2016,55,105,82579,50729,61734,30931,30632
2016,55,109,50374,72865,91661,38835,40598
2016,55,117,62113,54059,72368,31270,33469
2016,55,127,54201,58302,73710,27938,27933
2016,55,131,73888,73502,87028,37431,40548
2016,55,133,220063,81878,98711,39894,41760
2016,55,139,90894,56754,76020,32068,31630
2016,55,141,39335,51887,66384,30489,35248
2016,56,021,52037,62221,72136,34029,32951
2016,56,025,44231,59474,71294,31827,30574
2017,35,043,61820,54296,66851,30565,31349
2017,35,045,52276,45942,51465,29965,26311
2017,35,049,72227,58821,71607,42060,31589
2017,35,061,31209,47409,50377,35065,26904
2017,36,001,170957,66204,92909,41581,37098
2017,36,005,691520,37397,43629,21457,25765
2017,36,007,90315,47758,67956,28576,28253
2017,36,009,35037,48484,61899,25679,30994
2017,36,011,38515,56599,66973,31470,32308
2017,36,013,60470,46079,55144,25235,26373
2017,36,015,39819,51194,69289,28810,29108
2017,36,019,39062,58234,72326,31942,31440
2017,36,027,153374,77915,99224,42826,39507
2017,36,029,481583,55604,73720,32255,33979
2017,36,045,53914,47101,56013,28477,26821
2017,36,047,1337902,56942,65679,39231,37392
2017,36,051,30759,55931,67793,27313,30769
2017,36,053,35364,57069,71590,31780,31007
2017,36,055,395502,57561,74357,33487,32780
2017,36,059,718105,108133,126990,50938,49891
2017,36,061,977109,85071,101126,71861,59380
2017,36,063,107924,54743,70340,32106,33422
2017,36,065,106667,53902,69320,30912,32039
2017,36,067,233460,57652,73503,35895,36649
2017,36,069,57178,66004,82767,36772,35628
2017,36,071,189549,79311,92367,41377,40536
2017,36,075,60035,53406,61153,35794,29765
2017,36,079,55570,99479,121992,50135,41222
2017,36,081,1241175,64509,73258,43952,36324
2017,36,083,84531,64050,88526,42219,40538
2017,36,085,229408,79201,95395,37301,46564
2017,36,087,160648,88726,105420,46296,40274
2017,36,089,48272,50325,56945,33028,26936
2017,36,091,127518,83726,101999,47123,45496
2017,36,093,77022,62514,87182,36163,33234
2017,36,101,45527,50930,60875,31302,30517
2017,36,103,783953,94750,112432,46762,42268
2017,36,105,35200,55309,71086,29980,33571
2017,36,109,52812,56672,80570,32872,25120
2017,36,111,91712,63621,78823,40432,32353
2017,36,113,34337,60541,76344,41106,34434
2017,36,117,46082,51326,60466,29089,30489
2017,36,119,518332,90578,118454,47867,45539
2017,37,001,80630,45150,60488,28077,30431
2017,37,019,55318,56181,67383,33380,27147
2017,37,021,135971,50040,68554,31947,30205
2017,37,023,40964,40274,52452,21654,23740
2017,37,025,108046,61490,78326,33115,35321
2017,37,027,36896,45033,51469,22121,26867
2017,37,031,33487,52807,64859,31018,27429
2017,37,035,81378,53539,64390,24961,29430
2017,37,037,-999999999,57770,83635,29796,35288
2017,37,045,42593,37205,49255,23073,27817
2017,37,049,50257,51789,62386,27846,27859
2017,37,051,166757,43759,54572,29277,26110
2017,37,057,81420,46802,55812,25249,30661
2017,37,063,168965,59891,82508,40476,37062
2017,37,067,183430,50185,65658,30785,31991
2017,37,069,33085,54825,64435,29133,29479
2017,37,071,111065,49670,64828,29199,30916
2017,37,081,274154,52098,65832,34956,31122
2017,37,085,62560,51479,61048,27914,30522
2017,37,089,55794,51078,68877,30965,28277
2017,37,097,89683,55690,68821,31202,31476
2017,37,101,96313,58111,66988,26237,33093
2017,37,109,39734,54361,61690,24658,32251
2017,37,119,597826,65588,81450,45228,37233
2017,37,125,45702,64184,83027,31321,36192
2017,37,127,45609,47289,60890,22254,29547
2017,37,129,119896,52674,76292,33873,32171
2017,37,133,103941,49883,54362,41273,26360
2017,37,135,76851,69940,99143,37500,31654
2017,37,147,92149,45849,62768,26091,28220
2017,37,151,68733,43154,51982,21814,29741
2017,37,155,52499,32729,43464,19478,26476
2017,37,157,42342,48196,58089,29213,29334
2017,37,159,66276,47396,60686,24521,30254
2017,37,161,-999999999,40570,52589,21386,27081
2017,37,171,33720,42438,56319,16861,29495
2017,37,179,118680,77691,90507,35399,38244
2017,37,183,591707,77318,95243,50108,41321
2017,37,191,60143,44347,50958,29276,25433
2017,37,193,-999999999,40995,50608,19097,28562
2017,37,195,39242,45960,57400,26360,26806
2017,38,015,51957,69193,89631,32322,40483
2017,38,017,112030,64704,86015,40515,35184
2017,38,035,41956,47496,82620,31295,31104
2017,38,101,40401,64742,85569,35756,33479
2017,39,003,50937,51542,63180,28988,31167
2017,39,007,42659,44173,52385,20108,26818
2017,39,009,29537,44247,67827,19449,15244
2017,39,013,31457,54253,66957,28108,27413
2017,39,017,195811,64023,80156,33987,34034
2017,39,023,64527,46665,57568,31709,27752
2017,39,025,107254,65632,76589,34875,36299
2017,39,029,44749,41818,53290,25027,27440
2017,39,035,642560,46784,66222,30931,31993
2017,39,041,107502,106933,122264,47622,51078
2017,39,043,38754,54958,69267,31279,32348
2017,39,045,77372,67310,81867,33438,35893
2017,39,049,707294,59227,73191,40731,33680
2017,39,055,50201,82741,93945,39513,39738
2017,39,057,86356,67923,88335,37039,32049
2017,39,061,432190,55048,76921,34425,34517
2017,39,063,40701,51360,70238,32241,34004
2017,39,081,30270,43675,54647,25625,27288
2017,39,085,120305,59618,74102,37011,35648
2017,39,089,87494,62883,74605,34266,34883
2017,39,093,147503,54932,70345,30065,31925
2017,39,095,214532,47308,63339,29658,31151
2017,39,099,112977,43389,57191,30783,27158
2017,39,101,26562,44766,57532,24121,30669
2017,39,103,95071,71360,86627,33175,40080
2017,39,109,54076,60910,72204,37731,31865
2017,39,113,261654,47755,61839,30945,30849
2017,39,119,40212,43113,58610,22996,26052
2017,39,133,88081,59402,74895,31783,30727
2017,39,139,55474,46032,62469,28604,30030
2017,39,141,32913,50713,59237,28951,29818
2017,39,145,30379,43367,55816,22439,31140
2017,39,151,184872,50984,65302,29615,30126
2017,39,153,284219,55419,71136,33712,31879
2017,39,155,91254,46201,57222,27406,28449
2017,39,157,46049,51386,61299,32141,30745
2017,39,165,119870,84130,102262,47462,45662
2017,39,169,57685,55899,66210,31556,28602
2017,39,173,74049,60382,79123,32017,27419
2017,40,017,75222,74720,84502,39673,35522
2017,40,027,149505,61213,72950,34166,31300
2017,40,031,62585,51059,63204,30169,25634
2017,40,037,31720,46877,59296,23925,34359
2017,40,101,26831,36342,46541,19743,27210
2017,40,109,394755,51323,65255,33838,31131
2017,40,119,37351,36914,58582,21984,18242
2017,40,125,32859,48744,61457,22021,27017
2017,40,131,45629,60735,72034,31808,35301
2017,40,143,331123,52441,64281,33654,31853
2017,40,145,39224,57823,66696,35236,35134
2017,41,003,48286,60260,76250,36353,23179
2017,41,005,220473,79878,97244,47676,40800
2017,41,017,96722,66273,72117,37244,31275
2017,41,019,46223,47746,56127,33429,27102
2017,41,029,102595,51409,61310,30155,29241
2017,41,033,32965,44426,54402,24672,27305
2017,41,035,28315,38916,49980,23326,24547
2017,41,039,187124,50654,67965,27229,25941
2017,41,043,59546,51541,60785,28830,31208
2017,41,047,160413,56354,65200,35919,30902
2017,41,051,464562,63974,81717,44016,35681
2017,41,053,37886,55428,72419,26225,25433
2017,41,059,35232,52288,61455,27433,29867
2017,41,067,325763,80946,91749,50985,39923
2017,41,071,50613,64104,79130,36974,31268
2017,42,001,53264,63107,80755,32813,33472
2017,42,003,659417,58625,80377,34181,36814
2017,42,005,30838,45949,60965,23354,30277
2017,42,007,84416,54923,72765,29118,35607
2017,42,011,217043,61058,74028,35185,32172
2017,42,013,58233,45957,56521,27900,28908
2017,42,017,349377,84749,105979,41973,44021
2017,42,019,99018,68934,84664,36813,38946
2017,42,021,60049,46598,59004,24590,30236
2017,42,025,30820,49647,62358,24380,32021
2017,42,027,79502,55895,83552,31422,25809
2017,42,029,286623,96656,119465,49924,45229
2017,42,033,37059,48581,58410,24294,27007
2017,42,037,32651,51726,61976,28594,31611
2017,42,039,42544,50657,62163,24163,29574
2017,42,041,129709,69301,82998,39144,37276
2017,42,043,145895,61622,77541,39173,34890
2017,42,045,297835,73854,96395,38686,40502
2017,42,049,131211,50614,67328,26612,28517
2017,42,051,58637,44184,57680,25054,29939
2017,42,055,76972,60459,73730,32483,35300
2017,42,063,42415,46237,58877,22359,23041
2017,42,069,102598,49172,69865,26833,31879
2017,42,071,284943,63407,74904,36552,33329
2017,42,073,43694,49967,65158,25341,29776
2017,42,075,69782,57372,72491,34792,33596
2017,42,077,190253,60871,72857,36045,32430
2017,42,079,162508,51332,65982,30068,31370
2017,42,081,56280,50909,60976,30710,30112
2017,42,085,52431,46785,62846,29477,29270
2017,42,089,88030,61612,74491,39428,32679
2017,42,091,458966,87304,110065,48797,46785
2017,42,095,158112,66066,80517,35544,36144
2017,42,097,42418,44895,64473,22758,30221
2017,42,101,742014,39759,54431,23144,32011
2017,42,107,67032,49559,62439,26312,33239
2017,42,111,34457,48846,59827,26146,27136
2017,42,125,105846,60551,78093,30541,34622
2017,42,129,182345,60713,79258,31009,34979
2017,42,133,236634,63519,77366,35929,35832
2017,44,003,92419,75143,92443,36753,43584
2017,44,005,47025,80222,102476,41763,37198
2017,44,007,338410,56672,72469,30676,32456
2017,44,009,70301,79374,105913,38431,38564
2017,45,003,77829,50749,58139,31085,30481
2017,45,007,94768,48593,61434,26896,30377
2017,45,013,85141,58847,76708,33096,27860
2017,45,015,111061,57147,65648,37843,31616
2017,45,019,219467,60555,80430,37372,34026
2017,45,031,30697,37465,49265,24670,26233
2017,45,035,78761,64148,81834,37219,36393
2017,45,041,63773,42929,52848,26956,26957
2017,45,045,260172,55914,72982,31906,31767
2017,45,047,32898,40453,53012,24195,26545
2017,45,051,154704,45680,54087,30796,25267
2017,45,055,29729,50010,60666,26376,35528
2017,45,057,41171,61914,74355,24708,31842
2017,45,059,28473,40377,43264,27914,22873
2017,45,063,148540,60181,68390,37266,32976
2017,45,073,34874,50192,61685,26643,26964
2017,45,075,40681,35947,49086,22809,26240
2017,45,077,59846,47520,61544,23748,24016
2017,45,079,223118,51946,70639,29903,26981
2017,45,083,150916,50985,60921,26720,30191
2017,45,085,52933,45585,51522,25790,28165
2017,45,091,138263,62217,75049,34112,35326
2017,46,099,109719,61083,77541,35219,32925
2017,46,103,57014,54836,71557,29231,29457
2017,47,001,34861,48109,59383,27378,28058
2017,47,009,61206,50675,67004,31013,30613
2017,47,011,52587,48857,60127,30608,30366
2017,47,037,403368,58490,68194,44800,34013
2017,47,059,28375,37920,50297,19622,24701
2017,47,065,178305,51302,73727,30617,31796
2017,47,093,245090,55266,74276,32365,31987
2017,47,113,45146,45013,57084,28338,30376
2017,47,119,-999999999,57258,66677,32123,31553
2017,47,125,104264,58381,68063,35981,31945
2017,47,141,36643,39647,53160,24436,24732
2017,47,147,37048,60474,65590,31905,31090
2017,47,149,178837,68514,79051,37391,33805
2017,47,155,51202,49963,54824,28069,23179
2017,47,157,468423,49647,61501,31759,31360
2017,47,163,71949,44909,59993,24415,26600
2017,47,165,97525,65014,73930,36872,35015
