Year,StateCode,CountyCode,population,medianRealEstateTax,medianHouseholdCosts,totalHouses,medianHomeVal
2014,36,063,213525,3128,766,63049,105500
2014,36,065,232871,3071,810,59023,116000
2014,36,067,468196,3777,889,121061,135800
2014,36,069,109707,3440,896,31533,149800
2014,36,071,376099,6266,1395,88015,254700
2014,36,075,120913,2701,815,32619,96000
2014,36,079,99487,8811,1933,27855,353600
2014,36,081,2321580,3866,1407,338516,447300
2014,36,083,159774,4419,1050,40347,180800
2014,36,085,473279,3828,1525,112509,441000
2014,36,087,323866,10001,1839,67801,414500
2014,36,089,111400,1977,713,28625,89200
2014,36,091,224921,4066,1178,64349,238000
2014,36,093,155735,4784,1070,37187,161700
2014,36,101,98394,2484,713,28071,98100
2014,36,103,1502968,8559,1990,385265,368800
2014,36,105,75943,3959,945,18265,161700
2014,36,109,104691,4524,1054,20837,182100
2014,36,111,180445,5137,1168,47857,217100
2014,36,113,64973,3173,969,18463,197100
2014,36,117,92051,3412,847,26352,117100
2014,36,119,972634,10001,1768,206805,501100
2014,37,001,155792,1099,785,41058,133700
2014,37,019,118836,1124,869,36836,176100
2014,37,021,250539,1385,851,66803,191100
2014,37,023,89486,923,641,22914,115800
2014,37,025,192103,1551,945,49456,169800
2014,37,027,81484,908,621,21342,115700
2014,37,031,68811,1100,852,20265,194500
2014,37,035,154534,952,732,37742,136700
2014,37,037,68698,1846,785,21588,234100
2014,37,045,97076,868,641,25193,99400
2014,37,049,104510,1065,874,24541,152000
2014,37,051,326328,1396,875,62271,124100
2014,37,057,164072,976,679,43420,130800
2014,37,063,294460,2222,989,61683,181900
2014,37,067,365298,1445,832,88396,144900
2014,37,071,211127,1332,777,51059,127500
2014,37,081,512119,1657,867,114399,154700
2014,37,085,126666,1196,815,26501,137400
2014,37,089,111149,1137,729,31808,180900
2014,37,097,166675,1232,878,43217,166900
2014,37,101,181423,1284,878,44421,144300
2014,37,109,79829,1163,718,22518,148800
2014,37,119,1012539,2174,1065,220257,189900
2014,37,125,93077,1252,772,27954,191100
2014,37,127,94357,1014,766,24461,117200
2014,37,129,216298,1610,1014,51466,228200
2014,37,133,187589,1195,983,33853,156800
2014,37,135,140420,3348,1131,30721,281400
2014,37,147,175354,1179,803,34559,126400
2014,37,151,142778,961,639,38838,110800
2014,37,155,134760,711,546,29815,71600
2014,37,157,91696,999,642,25265,110400
2014,37,159,138630,1074,762,34215,130400
2014,37,161,66600,726,633,19134,98600
2014,37,171,72968,810,583,19649,116400
2014,37,179,218568,1724,1135,56530,209700
2014,37,183,998691,2044,1119,233531,237400
2014,37,191,124456,937,733,26809,105700
2014,37,193,68838,880,573,18679,115700
2014,37,195,81401,1240,744,18610,124300
2014,38,015,90503,2067,805,26680,219500
2014,38,017,167005,2507,798,37173,179600
2014,38,035,70138,1999,814,15023,154300
2014,38,101,69384,1795,995,16292,206800
2014,39,003,105040,1313,659,26130,98800
2014,39,007,99175,1443,732,27085,100800
2014,39,013,69461,952,591,19789,92300
2014,39,017,374158,2242,947,93037,154300
2014,39,023,136554,1464,692,35284,100800
2014,39,025,201560,2372,941,55766,153600
2014,39,029,105686,1124,654,29990,99800
2014,39,035,1259828,2891,828,312754,120700
2014,39,041,189113,4834,1448,53396,263700
2014,39,043,75828,1758,804,21060,128100
2014,39,045,150381,2271,996,38353,163000
2014,39,049,1231393,3211,973,259303,153000
2014,39,055,94295,3267,1089,28364,211400
2014,39,057,163820,2907,952,42940,159000
2014,39,061,806631,2555,879,189088,140000
2014,39,063,75337,1544,773,21779,128400
2014,39,081,67694,906,582,18639,85700
2014,39,085,229230,2588,903,70531,145200
2014,39,089,169390,2137,885,46417,158600
2014,39,093,304216,2206,843,80866,136800
2014,39,095,435286,2089,761,106511,107200
2014,39,099,233204,1462,653,66528,98000
2014,39,101,65720,1198,714,16422,95100
2014,39,103,176029,2690,1038,53757,174800
2014,39,109,103900,1673,810,28263,135200
2014,39,113,533116,2351,797,133854,106300
2014,39,119,85818,1287,687,21829,111200
2014,39,133,161882,2114,859,42178,149000
2014,39,139,121942,1438,663,32575,100400
2014,39,141,77159,1235,676,18354,106400
2014,39,145,77258,1066,579,20842,93600
2014,39,151,375736,1716,744,100958,124400
2014,39,153,541943,2406,831,143927,129300
2014,39,155,205175,1433,631,61001,98500
2014,39,157,92788,1271,692,25978,107800
2014,39,165,221659,2958,1168,59838,188700
2014,39,169,115537,1920,728,31079,139900
2014,39,173,129590,2339,850,33452,147500
2014,40,017,129582,1535,976,33939,146700
2014,40,027,269908,1661,933,66072,147900
2014,40,031,125033,1146,830,22883,120300
2014,40,037,70632,792,674,20528,102000
2014,40,101,69966,620,620,17047,89500
2014,40,109,766215,1446,826,168539,136000
2014,40,119,80264,1292,744,15143,136900
2014,40,125,71811,771,667,16802,113600
2014,40,131,89815,1225,847,26227,145500
2014,40,143,629598,1509,865,148372,140000
2014,40,145,75702,1224,891,21340,141600
2014,41,003,86316,3123,938,18509,265800
2014,41,005,394972,3350,1217,103417,302300
2014,41,017,170388,2494,1027,43461,257200
2014,41,019,106972,1453,768,29993,171200
2014,41,029,210287,2115,931,51685,222900
2014,41,033,83599,1303,802,21896,213100
2014,41,035,65455,1113,705,16614,152000
2014,41,039,358337,2301,933,86197,214700
2014,41,043,119356,2184,889,30662,167400
2014,41,047,326110,2355,894,68047,182900
2014,41,051,776712,3362,1166,163101,290400
2014,41,053,77916,2422,1003,17684,220100
2014,41,059,76705,1632,705,16032,139700
2014,41,067,562998,3425,1232,124079,291500
2014,41,071,101758,2300,1053,22372,222900
2014,42,001,101714,2715,994,29094,190700
2014,42,003,1231255,2796,844,343291,133500
2014,42,005,67785,1571,605,21707,89400
2014,42,007,169392,2048,731,50292,119600
2014,42,011,413691,3398,971,107124,168600
2014,42,013,125955,1282,665,35525,112500
2014,42,017,626685,4619,1404,174020,311000
2014,42,019,185943,2328,829,56665,179700
2014,42,021,137732,1276,605,41971,88800
2014,42,025,64441,2622,937,21272,124600
2014,42,027,158742,2573,950,34440,198500
2014,42,029,512784,4763,1478,141327,325500
2014,42,033,81191,1216,593,24788,87100
2014,42,037,67122,1619,760,18913,141400
2014,42,039,87175,1794,652,25775,100300
2014,42,041,243762,2467,974,68074,191300
2014,42,043,271453,2562,922,71363,158100
2014,42,045,562960,4582,1207,143462,226800
2014,42,049,278443,2364,734,72068,124400
2014,42,051,134086,1195,564,36999,89200
2014,42,055,152892,1863,825,39926,165100
2014,42,063,87706,1703,666,23827,104000
2014,42,069,212719,2260,783,55862,145900
2014,42,071,533320,3105,988,131998,188100
2014,42,073,88771,1524,633,26313,99300
2014,42,075,136359,2550,886,35555,168100
2014,42,077,357823,3489,1050,88937,188600
2014,42,079,318829,1870,759,86556,120300
2014,42,081,116508,1937,786,31533,144100
2014,42,085,114884,1537,649,33053,109900
2014,42,089,166314,4041,1299,42457,167800
2014,42,091,816857,4381,1417,220564,287900
2014,42,095,300654,3925,1142,80418,205700
2014,42,097,93944,1252,687,27502,107000
2014,42,101,1560297,1469,921,300561,148700
2014,42,107,145797,1507,702,43704,94800
2014,42,111,76218,1209,641,23627,94400
2014,42,125,208187,1739,749,62772,152100
2014,42,129,359320,1929,725,115951,141000
2014,42,133,440755,3126,1003,126916,167000
2014,44,003,165128,3723,1186,46109,205900
2014,44,005,82358,3952,1284,21541,337200
2014,44,007,631974,3796,1047,122484,207200
2014,44,009,126653,3928,1346,36956,298300
2014,45,003,164753,681,727,46810,136500
2014,45,007,192810,768,676,52009,125800
2014,45,013,175852,1374,1085,45519,271100
2014,45,015,198205,805,999,49492,155100
2014,45,019,381015,1261,1099,89484,249700
2014,45,031,67799,350,529,17756,78000
2014,45,035,148469,1146,1009,38073,163000
2014,45,041,139231,547,719,34802,128300
2014,45,045,482752,1098,837,118460,160100
2014,45,047,69520,719,651,18535,102100
2014,45,051,298832,594,798,86772,157000
2014,45,057,83160,831,722,21560,161000
2014,45,059,66533,506,553,17632,92100
2014,45,063,277888,784,850,77701,141700
2014,45,073,75192,662,619,23274,137200
2014,45,075,90090,641,599,20099,88900
2014,45,077,120368,544,674,31119,108600
2014,45,079,401566,1190,955,85553,149200
2014,45,083,293542,776,726,73093,121200
2014,45,085,107919,708,717,26627,111100
2014,45,091,245346,1016,897,63416,162900
2014,46,099,182882,2183,794,44998,159100
2014,46,103,108242,2351,824,27592,161000
2014,47,001,75528,1117,684,21687,139300
2014,47,009,126339,975,772,36060,165100
2014,47,011,102975,893,756,24846,137800
2014,47,037,668347,1708,971,141871,171700
2014,47,059,68335,665,532,17986,115900
2014,47,065,351220,1415,815,84507,160400
2014,47,093,448644,1106,825,114916,163100
2014,47,113,98178,875,809,24149,112300
2014,47,119,85515,1039,851,22177,147000
2014,47,125,189961,1252,928,39343,144700
2014,47,141,74165,1021,676,18208,143500
2014,47,147,68079,1155,922,18692,151000
2014,47,149,288906,1245,950,65547,159500
2014,47,155,95110,591,694,22870,154500
2014,47,157,938803,1971,936,195455,130700
2014,47,163,157047,873,569,49105,122600
2014,47,165,172706,1225,972,45345,178000
2014,47,179,126242,920,708,35565,147200
2014,47,187,205226,2060,1446,58192,352000
2014,47,189,125376,1282,962,35657,207200
2014,48,005,87750,1284,680,21153,80800
2014,48,021,78069,2410,894,21187,126300
2014,48,027,329140,2309,894,60681,127700
2014,48,029,1855866,2661,932,361624,133500
2014,48,037,93275,1659,695,20802,117100
2014,48,039,338124,2900,1059,82473,150300
2014,48,041,209152,2858,912,33284,161200
2014,48,061,420392,1278,626,81004,76200
2014,48,085,885241,4637,1378,207583,232100
2014,48,091,123694,3242,1045,33416,230100
2014,48,099,75562,1706,873,12573,106900
2014,48,113,2518638,2832,983,447366,135500
2014,48,121,753363,4109,1281,168169,205000
2014,48,135,153904,1574,856,31892,123700
2014,48,139,159317,2454,984,37225,145900
2014,48,141,833487,2496,748,157142,114900
2014,48,157,685345,4718,1394,169561,210400
2014,48,167,314198,2804,982,75031,151200
2014,48,181,123534,1767,793,31504,109100
2014,48,183,123204,1757,784,29185,126400
2014,48,187,147250,2857,984,37224,165900
2014,48,201,4441370,3013,1000,813587,142100
2014,48,203,67336,1263,666,17236,108900
2014,48,209,185025,3588,1103,38945,183400
2014,48,213,79290,1217,713,23119,86600
2014,48,215,831073,1639,608,153696,79400
2014,48,231,88493,1486,720,21134,85500
2014,48,245,252235,1775,700,57276,94600
2014,48,251,157456,1901,882,41470,118000
2014,48,257,111236,2520,998,27461,127300
2014,48,291,78117,1672,699,18125,80900
2014,48,303,293974,1921,860,61902,113300
2014,48,309,243441,2117,796,50490,117800
2014,48,329,155830,2369,1089,35412,168100
2014,48,339,518947,3583,1141,126425,187200
2014,48,347,65301,947,661,13242,103500
2014,48,355,356221,2124,894,75463,112500
2014,48,361,83433,1494,619,25196,96600
2014,48,367,123164,2562,1019,31774,172800
2014,48,375,121627,1451,682,23886,85300
2014,48,381,128220,2472,939,34654,152700
2014,48,397,87809,3962,1383,22766,193500
2014,48,409,66915,1753,828,15105,103600
2014,48,423,218842,1885,803,47966,147000
2014,48,439,1945360,3233,1054,407812,145200
2014,48,441,135143,1605,812,28319,110400
2014,48,451,116608,1477,740,25677,96800
2014,48,453,1151145,4602,1212,223202,245600
2014,48,469,91081,2233,780,21197,123600
2014,48,471,69789,2017,787,11405,145400
2014,48,479,266673,2407,789,43107,108600
2014,48,485,132355,1821,749,29804,91300
2014,48,491,489250,4243,1248,110714,212300
2014,49,005,118343,1150,816,22967,192900
2014,49,011,329692,1615,1129,76318,230600
2014,49,035,1091742,1761,1100,235271,241500
2014,49,049,560974,1370,1081,101258,238800
2014,49,053,151948,1362,936,33987,221800
2014,49,057,240475,1376,915,58296,171400
2014,50,007,160531,4744,1298,41083,269300
2014,51,003,104489,2321,1170,23951,343900
2014,51,013,226908,5290,1994,44566,604600
2014,51,015,73862,954,943,22613,206200
2014,51,019,76583,1045,832,24950,202400
2014,51,041,332499,1861,1238,89626,216900
2014,51,059,1137538,4958,1932,263530,519300
2014,51,061,68248,2963,1471,18087,367100
2014,51,069,82377,1163,1132,22538,229000
2014,51,085,101918,1844,1193,29860,257600
2014,51,087,321924,1709,1138,77005,218000
2014,51,095,72583,2243,1176,19982,325600
2014,51,107,363050,5190,2112,89443,474600
2014,51,121,97244,1778,871,17940,206800
2014,51,153,446094,3477,1796,99706,341000
2014,51,161,93785,1745,915,27675,190100
2014,51,165,78171,1162,820,21944,207800
2014,51,177,129188,1744,1384,31708,249500
2014,51,179,139992,2453,1655,33124,315000
2014,51,199,66342,2195,1362,16331,306000
2014,51,510,150575,4676,1678,28587,520300
2014,51,550,233371,2403,1282,58818,253000
2014,51,650,136879,1982,1086,28187,188900
2014,51,680,79047,1416,810,13990,144600
2014,51,700,182965,2014,980,33050,184900
2014,51,710,245428,1978,1033,37359,190000
2014,51,740,96004,2131,1041,18430,171400
2014,51,760,217853,1987,962,36430,201200
2014,51,770,99428,1341,804,21425,136500
2014,51,800,86806,2249,1225,20801,237200
2014,51,810,450980,2234,1341,106218,261800
2014,53,005,186486,1937,916,44713,189500
2014,53,007,74588,1966,807,18403,236500
2014,53,009,72715,2118,824,22532,215600
2014,53,011,451008,2680,1151,104220,239800
2014,53,015,102133,1788,775,25341,165400
2014,53,021,87809,2165,993,17250,177000
2014,53,025,93147,1609,714,17658,160400
2014,53,027,70818,1899,825,17764,169700
2014,53,029,79275,2534,1166,20961,296900
2014,53,033,2079967,3923,1455,470638,402700
2014,53,035,254183,2762,1165,62211,255200
2014,53,041,75128,1641,830,20153,173200
2014,53,053,831928,2852,1200,181277,237100
2014,53,057,120365,2641,1049,30116,258500
2014,53,061,759583,3092,1400,182009,304200
2014,53,063,484318,2212,900,116494,182700
2014,53,067,265851,2666,1175,62308,244100
2014,53,073,208351,2426,1029,51213,273500
2014,53,077,247687,1722,834,51569,156700
2014,54,003,110497,1171,942,31917,161900
2014,54,011,97109,708,615,24135,113000
2014,54,033,68761,714,538,20029,98600
2014,54,039,190223,693,639,55653,103600
2014,54,061,103463,857,747,21580,154000
2014,54,081,78241,579,602,22987,99600
2014,54,107,86237,646,581,25132,105600
2014,55,009,256670,3080,852,65643,157100
2014,55,025,516284,4733,1118,120910,233000
2014,55,027,88574,2959,887,23888,152200
2014,55,035,101564,2835,830,22933,151200
2014,55,039,101759,2886,841,29750,141600
2014,55,055,84395,3395,946,22175,180400
2014,55,059,168068,3639,1038,41378,155600
2014,55,063,118011,3201,885,30446,157000
2014,55,071,80160,2499,688,25004,124400
2014,55,073,135780,2723,832,41395,145600
2014,55,079,956406,3771,908,187147,147200
2014,55,087,182006,2984,909,48583,156900
2014,55,089,87470,3800,1067,25357,243700
2014,55,097,70482,2709,744,18323,156800
2014,55,101,195163,3494,929,52009,164400
2014,55,105,161188,2850,839,42410,135100
2014,55,109,86759,3179,1201,24705,208400
2014,55,117,115290,2934,830,32925,143700
2014,55,127,103527,3648,966,25455,193300
2014,55,131,133251,3499,1110,42130,205100
2014,55,133,395118,3991,1254,118467,251700
2014,55,139,169511,2958,846,44443,142300
2014,55,141,73608,2391,756,24020,124600
2014,56,021,96389,1253,892,26304,201200
2014,56,025,81624,1167,909,20972,206600
2015,01,003,203709,554,859,53232,177800
2015,01,015,115620,435,616,30753,111400
2015,01,043,82005,381,619,23054,128600
2015,01,049,71130,378,515,17833,101000
2015,01,051,81468,497,850,21365,159800
2015,01,055,103057,439,605,29301,99200
2015,01,069,104173,414,717,24860,131000
2015,01,073,660367,972,876,163628,155000
2015,01,077,92596,522,648,26651,125300
2015,01,081,156993,865,866,33789,169000
2015,01,083,91663,547,708,25213,152600
2015,01,089,353089,825,835,93681,177700
2015,01,095,94725,485,650,24887,122800
2015,01,097,415395,649,798,100028,120500
2015,01,101,226519,461,835,51321,122100
2015,01,103,119565,498,647,33630,132000
2015,01,115,87074,460,695,26594,153000
2015,01,117,208713,964,1018,60785,197300
2015,01,121,80862,363,568,21178,99100
2015,01,125,203976,577,846,44522,164700
2015,01,127,65294,261,533,18184,90500
2015,02,020,298695,3848,1412,64401,302500
2015,02,090,99631,2883,1315,20287,229300
2015,02,170,101095,2694,1248,23288,236100
2015,04,001,71474,407,273,14926,58400
2015,04,003,126427,1166,715,33958,146900
2015,04,005,139097,1388,1007,28050,228600
2015,04,013,4167947,1444,1050,876902,228300
2015,04,015,204737,902,679,56287,139400
2015,04,017,108277,896,506,23414,120900
2015,04,019,1010025,1674,861,240567,165900
2015,04,021,406584,1261,887,96142,156500
2015,04,025,222255,1302,853,66820,216300
2015,04,027,204275,1076,768,46863,119400
2015,05,007,249672,1232,895,60968,166200
2015,05,031,104354,752,739,23492,132900
2015,05,045,121552,1024,816,27805,160700
2015,05,051,97177,733,685,26398,134500
2015,05,069,71565,580,666,16398,80200
2015,05,085,71645,926,837,18510,142100
2015,05,119,392664,1219,852,90532,153200
2015,05,125,117460,1023,831,33203,147200
2015,05,131,127780,786,694,29874,117100
2015,05,143,225477,1143,768,43793,159600
2015,05,145,79161,482,607,18450,104900
2015,06,001,1638215,4994,1719,300205,656700
2015,06,007,225411,1775,963,49074,246700
2015,06,013,1126745,4526,1737,251343,522500
2015,06,017,184452,3225,1515,52967,413100
2015,06,019,974861,1794,985,158419,220100
2015,06,023,135727,1825,931,29809,278400
2015,06,025,180191,1553,879,25428,169000
2015,06,029,882176,1917,990,148991,197100
2015,06,031,150965,1511,964,20574,183000
2015,06,033,64591,1739,843,16846,167600
2015,06,037,10170292,3704,1435,1486408,497200
2015,06,039,154998,1823,1003,27947,232800
2015,06,041,261221,6615,2104,67292,906500
2015,06,045,87649,2325,999,20416,344500
2015,06,047,268455,1620,939,40476,210100
2015,06,053,433898,3110,1355,62257,429100
2015,06,055,142456,3874,1609,30665,555900
2015,06,057,98877,2920,1271,29707,383400
2015,06,059,3169776,4200,1747,578950,625300
2015,06,061,375391,3667,1518,94589,407400
2015,06,065,2361026,2957,1334,457212,312700
2015,06,067,1501335,2498,1211,287599,301200
2015,06,071,2128133,2224,1205,359920,281300
2015,06,073,3299521,3604,1573,579465,485900
2015,06,075,864816,5976,1840,127804,941400
2015,06,077,726106,2532,1190,122644,278400
2015,06,079,281401,3670,1387,61742,508200
2015,06,081,765135,6024,2153,156856,917600
2015,06,083,444769,3477,1469,73953,547600
2015,06,085,1918044,6117,2072,355812,836800
2015,06,087,274146,4013,1570,51705,668300
2015,06,089,179533,1787,949,42946,238900
2015,06,095,436092,2712,1444,87717,344900
2015,06,097,502146,3693,1474,113432,512100
2015,06,099,538388,1896,1107,97077,243500
2015,06,101,96463,2207,1001,18397,230200
2015,06,107,459863,1486,931,73894,174300
2015,06,111,850536,3830,1760,170602,528700
2015,06,113,213016,3160,1282,39001,366100
2015,06,115,74492,1725,1031,15771,206800
2015,08,001,491337,1591,1257,103084,240300
2015,08,005,631096,1736,1270,146078,290800
2015,08,013,319372,2447,1377,74800,416500
2015,08,014,65065,2191,1463,16848,342800
2015,08,031,682545,1563,1180,141759,316700
2015,08,035,322387,2655,1750,92136,398800
2015,08,041,674471,1152,1151,153981,232900
2015,08,059,565524,1880,1323,157374,330200
2015,08,069,333577,1673,1173,83338,298100
2015,08,077,148513,881,938,39572,198800
2015,08,101,163591,975,821,39237,148000
2015,08,123,285174,1246,1139,68796,242700
2015,09,001,948053,7132,1842,224924,420900
2015,09,003,895841,5253,1257,219623,238500
2015,09,005,183603,4748,1282,56222,248300
2015,09,007,164063,5361,1517,49078,282700
2015,09,009,859470,5531,1304,198666,244400
2015,09,011,271863,4337,1220,68606,240900
2015,09,013,151420,5210,1408,40122,246900
2015,09,015,116573,3636,1164,31794,198000
2015,10,001,173533,1057,1032,42329,215200
2015,10,003,556779,1776,1184,138675,250800
2015,10,005,215622,785,924,68677,234400
2015,11,001,672228,2843,1577,112555,551300
2015,12,001,259964,2004,898,51964,170900
2015,12,005,181635,1177,922,42673,165600
2015,12,009,568088,1475,888,158025,158800
2015,12,011,1896425,2460,1253,414256,222900
2015,12,015,173115,1643,794,55131,167300
2015,12,017,141058,980,613,49292,115900
2015,12,019,203967,1399,993,50941,166900
2015,12,021,357305,2230,1163,97414,315000
2015,12,023,68348,1033,709,16564,110200
2015,12,031,913010,1485,999,195353,153300
2015,12,033,311003,980,858,71379,124400
2015,12,035,105392,1731,884,28702,181100
2015,12,053,178439,1071,756,54638,121200
2015,12,055,99491,881,587,30814,92600
2015,12,057,1349050,1861,1017,286637,183000
2015,12,061,147919,1416,844,42755,174000
2015,12,069,325875,1523,843,95377,155100
2015,12,071,701982,1781,917,182806,184200
2015,12,073,286272,1762,967,56747,179100
2015,12,081,363369,1772,943,92814,194000
2015,12,083,343254,1147,659,95212,120500
2015,12,085,156283,2228,928,49010,233100
2015,12,086,2693117,2526,1200,433846,251900
2015,12,087,77482,2940,1382,19025,409900
2015,12,089,78444,1772,986,22065,213500
2015,12,091,198664,1428,1062,45861,204200
2015,12,095,1288126,1950,1086,246508,190700
2015,12,097,323993,1542,1064,57486,160700
2015,12,099,1422789,2682,1185,367126,246200
2015,12,101,497909,1279,831,134828,137700
2015,12,103,949827,1548,954,258204,170500
2015,12,105,650092,1076,825,152419,123100
2015,12,107,72023,920,480,19593,82300
2015,12,109,226640,2471,1246,64035,273000
2015,12,111,298563,1833,937,77847,149300
2015,12,113,167040,1272,1032,42867,169200
2015,12,115,405549,1909,966,127664,217500
2015,12,117,449144,1817,1116,104433,196000
2015,12,119,118891,2365,625,46276,243500
2015,12,127,517887,1423,865,146531,141900
2015,13,013,75370,1264,948,16595,140800
2015,13,015,102747,1083,902,22888,144400
2015,13,021,153721,1203,786,32277,106600
2015,13,031,72651,1028,711,13563,140500
2015,13,045,114545,980,858,24365,125400
2015,13,047,66050,1102,787,18775,137500
2015,13,051,286956,1807,1034,54744,176500
2015,13,057,235900,1603,1240,64648,223200
2015,13,059,123912,1597,832,18273,153300
2015,13,063,273955,984,887,46247,91200
2015,13,067,741334,1545,1157,171331,224300
2015,13,073,144052,1803,1143,35431,185500
2015,13,077,138427,1548,1036,36358,187400
2015,13,089,734871,1941,1126,147729,176800
2015,13,095,91332,1358,705,15627,100900
2015,13,097,140733,1308,984,30863,133300
2015,13,113,110714,2230,1203,32639,240500
2015,13,115,96504,1229,717,20154,120600
2015,13,117,212438,2230,1429,57487,299200
2015,13,121,1010562,2692,1153,195208,274700
2015,13,127,83579,1264,831,19720,172500
2015,13,135,895823,2160,1171,179144,183200
2015,13,139,193535,1421,948,41282,173600
2015,13,151,217739,1538,1107,51891,153300
2015,13,153,150033,1362,923,35658,134400
2015,13,179,62467,1546,908,10531,118300
2015,13,185,112865,1273,782,19110,139200
2015,13,215,200579,1171,875,34340,137000
2015,13,217,105473,1188,938,23188,128000
2015,13,223,152238,1379,1013,39078,147800
2015,13,245,201793,1195,820,39840,102200
2015,13,247,88856,884,967,20779,149100
2015,13,285,69763,1233,830,13305,125300
2015,13,295,68066,982,705,18210,126200
2015,13,297,88399,1400,967,22409,161300
2015,13,313,104216,1017,703,21227,130600
2015,15,001,196428,857,1025,43524,321400
2015,15,003,998714,1729,1687,164770,629900
2015,15,007,71735,1420,1328,13618,495900
2015,15,009,164593,1067,1493,30523,569300
2015,16,001,434211,1659,990,110914,218900
2015,16,005,83744,1359,678,18848,151500
2015,16,019,110089,1266,807,24863,166200
2015,16,027,207478,1313,813,47411,149200
2015,16,055,150346,1344,904,40992,197700
2015,16,083,82375,1240,790,20297,139900
2015,17,001,67013,1918,643,18984,117600
2015,17,019,208861,3407,925,42956,157800
2015,17,031,5238216,4775,1175,1088053,230900
2015,17,037,104352,4641,1021,20624,162600
2015,17,043,933736,6498,1428,246186,293500
2015,17,089,530847,6010,1284,124304,229000
2015,17,091,110879,3213,944,26331,136300
2015,17,093,123355,6100,1647,32117,210500
2015,17,097,703910,7095,1466,174352,258100
2015,17,099,111333,2736,777,31813,131400
2015,17,111,307343,5946,1395,87056,205300
2015,17,113,173166,3816,1007,42791,168500
2015,17,115,107303,2037,653,29990,98200
2015,17,119,266209,2540,839,75618,130300
2015,17,143,186221,2919,824,49355,136500
2015,17,161,146133,2404,741,41523,113400
2015,17,163,264052,2687,858,65599,115000
2015,17,167,198712,2653,825,56230,133700
2015,17,179,134800,2810,814,42353,138900
2015,17,183,79282,1309,612,20726,73800
2015,17,197,687263,5666,1383,178773,213700
2015,17,199,67466,1567,685,19314,97400
2015,17,201,287078,3472,842,75388,117800
2015,18,003,368450,1102,755,96064,123100
2015,18,005,81162,1170,829,22165,136800
2015,18,019,115371,1113,883,31215,137500
2015,18,035,116852,863,689,29201,94100
2015,18,039,203474,1175,756,47284,134900
2015,18,043,76778,1277,824,21179,159900
2015,18,053,67979,570,645,16577,84900
2015,18,057,309697,2310,1262,88564,235500
2015,18,059,72520,1375,1033,22151,154700
2015,18,063,158192,1769,1081,43183,169500
2015,18,067,82556,685,654,23738,100800
2015,18,081,149633,1350,944,36982,148400
2015,18,085,78620,944,824,21792,141100
2015,18,089,487865,1627,879,127789,138900
2015,18,091,110884,1201,753,30192,126000
2015,18,095,129723,877,716,35800,88400
2015,18,097,939020,1278,842,192288,122400
2015,18,105,144705,1266,879,29194,163500
2015,18,109,69648,765,859,19816,156900
2015,18,127,167688,1728,989,46715,174700
2015,18,141,268441,1242,740,68319,122600
2015,18,157,185826,1068,831,36690,144100
2015,18,163,181877,1114,748,48045,118600
2015,18,167,107896,894,676,23903,88000
2015,18,177,67001,939,674,16608,102400
2015,19,013,133455,2271,763,34758,140500
2015,19,049,80133,3105,1105,23533,205700
2015,19,061,97125,2333,768,27154,161700
2015,19,103,144251,3286,977,32474,196900
2015,19,113,219916,2620,858,64104,149600
2015,19,153,467711,3086,961,119508,159800
2015,19,155,93671,2460,819,25113,136400
2015,19,163,172126,2499,867,46648,154200
2015,19,169,96021,2605,879,19868,177400
2015,19,193,102782,1931,737,24963,113900
2015,20,015,66741,2326,957,18471,142600
2015,20,045,118053,2573,912,23044,179700
2015,20,091,580159,2888,1193,155508,230900
2015,20,103,79315,2173,996,18051,170500
2015,20,161,75247,2422,1004,10233,187400
2015,20,173,511574,1661,822,121361,129900
2015,20,177,178725,2103,839,44963,129300
2015,20,209,163369,1700,819,34119,89300
2015,21,015,127712,1738,1045,31944,185700
2015,21,029,78702,1408,869,22713,147200
2015,21,037,92066,1845,935,23794,164100
2015,21,047,73309,806,723,12293,104500
2015,21,059,99259,1063,682,27761,117500
2015,21,067,314488,1654,907,66539,170200
2015,21,093,106439,1100,785,25609,145300
2015,21,111,763623,1486,863,187674,155700
2015,21,117,165012,1603,902,39327,148000
2015,21,145,65018,930,667,19058,142800
2015,21,151,87824,1204,721,18654,149000
2015,21,195,61792,467,475,18821,73400
2015,21,227,122851,1106,747,26132,144100
2015,22,005,119455,1067,1017,33891,183300
2015,22,015,125175,891,900,30604,168500
2015,22,017,251460,882,735,56495,144600
2015,22,019,198788,585,663,52489,140600
2015,22,033,446753,1028,892,101414,189800
2015,22,045,74103,388,611,18399,95800
2015,22,051,436275,955,896,99475,181400
2015,22,055,240098,886,827,56206,172300
2015,22,057,98325,545,649,27257,152400
2015,22,063,137788,843,828,39364,159600
2015,22,071,389617,1689,963,72577,216800
2015,22,073,156761,688,693,33763,130200
2015,22,079,132141,637,738,26820,139400
2015,22,097,83848,258,456,20828,89400
2015,22,103,250088,1636,1022,69596,204700
2015,22,105,128755,515,747,29755,136700
2015,22,109,113972,508,664,28861,137900
2015,23,001,107233,2514,878,28423,147500
2015,23,003,68628,1432,592,20600,104200
2015,23,005,289977,3630,1195,77400,261300
2015,23,011,119980,2023,757,35826,151900
2015,23,019,152692,1985,770,40544,143100
2015,23,031,201169,3029,1109,60385,238300
2015,24,001,72528,1469,634,17840,115500
2015,24,003,564195,2934,1643,150071,345900
2015,24,005,831128,2840,1263,205925,250200
