Year,StateCode,CountyCode,population,medianRealEstateTax,medianHouseholdCosts,totalHouses,medianHomeVal
2011,46,099,171752,2129,795,43260,149000
2011,46,103,102815,2160,890,26707,152300
2011,47,001,75233,996,682,22231,130600
2011,47,009,123901,897,807,35617,164800
2011,47,011,100055,853,664,23600,149000
2011,47,037,635475,1557,919,137347,163800
2011,47,059,69339,521,544,20744,108600
2011,47,065,340855,1378,794,86128,154900
2011,47,093,436929,1050,840,115446,153500
2011,47,113,98255,875,733,22831,110600
2011,47,119,81509,972,802,22254,142400
2011,47,125,176619,1197,906,37287,141500
2011,47,141,72958,834,594,18424,134300
2011,47,147,67106,1096,894,18533,162300
2011,47,149,268921,1216,981,66202,158400
2011,47,155,91466,624,683,23494,167300
2011,47,157,935088,1961,937,196972,131700
2011,47,163,157419,840,615,48955,127200
2011,47,165,163686,1212,925,42201,171200
2011,47,179,124353,1000,709,35381,154600
2011,47,187,188560,2008,1416,53759,318800
2011,47,189,116617,1160,998,33488,178800
2011,48,005,87669,1135,637,20341,87100
2011,48,021,75115,2272,969,22246,115600
2011,48,027,315196,2347,888,54706,123000
2011,48,029,1756153,2567,880,360004,122300
2011,48,037,92793,1611,702,22238,101300
2011,48,039,319973,2852,980,80930,147100
2011,48,041,197632,2622,884,31203,155000
2011,48,061,414123,1463,599,80592,79300
2011,48,085,812226,4456,1406,197490,204000
2011,48,091,111963,2718,1034,30402,203400
2011,48,099,76508,1692,831,10429,96000
2011,48,113,2416014,2778,957,446664,125000
2011,48,121,686406,3832,1262,154358,180800
2011,48,135,140111,1168,680,32943,90400
2011,48,139,152753,2724,1092,37060,141600
2011,48,141,820790,2355,756,155801,114700
2011,48,157,606953,4248,1398,153859,180000
2011,48,167,295747,2848,988,74101,149900
2011,48,181,121419,1509,728,30458,105800
2011,48,183,123081,1778,761,27943,121400
2011,48,187,135757,2697,988,39256,154800
2011,48,201,4180894,2961,978,792043,129200
2011,48,203,66296,1459,590,18074,123500
2011,48,209,164050,3352,1059,36861,162300
2011,48,213,78826,982,638,22069,83700
2011,48,215,797810,1553,599,148080,77600
2011,48,231,86531,1538,821,22716,89800
2011,48,245,252802,1697,736,59049,99400
2011,48,251,152734,1963,823,38872,112300
2011,48,257,105358,2651,1020,28322,124000
2011,48,291,76206,1443,639,19179,90900
2011,48,303,283910,1858,786,60340,109800
2011,48,309,238564,1809,757,50341,111700
2011,48,329,140308,2011,926,33886,141600
2011,48,339,471734,3300,1074,115537,170600
2011,48,347,65466,1091,624,12108,99300
2011,48,355,343281,2052,823,69430,109700
2011,48,361,82487,1203,664,23838,87300
2011,48,367,118376,2374,909,34009,148300
2011,48,375,122285,1436,719,25194,87400
2011,48,381,123351,2507,874,33831,141800
2011,48,397,81290,3788,1424,21341,178600
2011,48,409,64726,1621,758,14007,96200
2011,48,423,213381,1665,798,54649,120000
2011,48,439,1849815,3005,1012,406608,133700
2011,48,441,132755,1288,704,31033,85300
2011,48,451,111823,1302,697,26142,97600
2011,48,453,1063130,4154,1104,205261,217900
2011,48,469,87545,2000,750,21920,110300
2011,48,471,68087,1305,695,12418,104500
2011,48,479,256496,2482,811,41714,104900
2011,48,485,130698,1611,696,30453,87600
2011,48,491,442782,3774,1222,104671,176500
2011,49,005,114699,1028,750,22914,183900
2011,49,011,311811,1480,1110,75108,217300
2011,49,035,1048985,1664,1094,228041,225800
2011,49,049,530499,1329,1099,94599,214800
2011,49,053,141666,1401,987,32155,215400
2011,49,057,234420,1391,936,56703,168900
2011,50,007,157491,4310,1262,40822,267900
2011,51,003,100553,2264,1180,24258,320500
2011,51,013,216004,4987,1845,41999,578100
2011,51,015,74897,984,783,23351,199500
2011,51,019,69246,1033,853,22097,202800
2011,51,041,320277,2063,1298,86122,225600
2011,51,059,1100692,4581,1908,265770,480300
2011,51,061,66320,2981,1605,18565,342100
2011,51,069,79666,1190,1163,22896,218700
2011,51,085,100342,1906,1218,29390,246200
2011,51,087,310445,1763,1101,77688,218400
2011,51,095,68200,2557,1235,20470,339900
2011,51,107,325405,4959,2314,81824,426400
2011,51,121,94342,1685,880,17615,223800
2011,51,153,419006,3171,1756,93527,297100
2011,51,161,92740,1814,1006,29911,195900
2011,51,165,76589,1096,842,23144,193000
2011,51,177,124327,1643,1490,32421,241800
2011,51,179,132133,2353,1719,32671,289700
2011,51,199,66134,2140,1432,17655,319200
2011,51,510,144301,4139,1597,28207,477100
2011,51,550,225050,2429,1366,56849,257200
2011,51,650,136401,1864,1064,33761,199000
2011,51,680,76503,1484,768,15952,147600
2011,51,700,179611,2286,1070,34953,204200
2011,51,710,242628,1925,1084,39969,195300
2011,51,740,95684,1942,1057,21219,175400
2011,51,760,205533,2208,938,38022,193300
2011,51,770,96714,1326,755,23720,125500
2011,51,800,84930,1942,1292,22069,247200
2011,51,810,442707,2339,1408,105566,264300
2011,53,005,180678,1836,873,44620,182200
2011,53,007,73477,2273,889,17605,259200
2011,53,009,71838,1937,801,22740,219100
2011,53,011,433418,2639,1171,104429,225700
2011,53,015,102478,1872,808,26863,174600
2011,53,021,83455,1811,916,15800,164900
2011,53,025,91265,1671,654,17681,162000
2011,53,027,72546,1405,697,18414,149500
2011,53,029,78971,2275,1142,23095,301600
2011,53,033,1969722,3755,1387,458566,364300
2011,53,035,254633,2698,1209,65478,269500
2011,53,041,75901,1642,803,20145,180600
2011,53,053,807904,2841,1213,183494,234500
2011,53,057,118109,2528,1084,29544,255300
2011,53,061,722400,3112,1418,175826,280800
2011,53,063,473761,2186,874,120608,185600
2011,53,067,256591,2582,1238,67622,244200
2011,53,073,203663,2320,1073,51859,270900
2011,53,077,247141,1634,788,48397,157300
2011,54,003,105750,1126,968,28594,164100
2011,54,011,96653,748,587,23097,116700
2011,54,033,69436,640,554,20372,87200
2011,54,039,192315,663,644,55988,98500
2011,54,061,98528,781,705,19560,171700
2011,54,081,79127,490,580,23089,95500
2011,54,107,87120,619,587,25765,107900
2011,55,009,251412,2980,890,67807,155900
2011,55,025,495959,4415,1108,121036,226900
2011,55,027,88661,3051,933,24033,158100
2011,55,035,99879,2740,803,25634,148000
2011,55,039,102079,2863,834,28849,149400
2011,55,055,83943,3323,1018,23828,173200
2011,55,059,167293,3558,1011,41674,167000
2011,55,063,115572,3102,930,30191,152000
2011,55,071,80976,2427,755,26739,126000
2011,55,073,134400,2676,779,39038,139500
2011,55,079,952532,3862,884,189897,159800
2011,55,087,177913,2914,927,49544,155100
2011,55,089,86568,4147,1220,26755,253700
2011,55,097,70084,2445,762,18636,140000
2011,55,101,195388,3551,918,51501,171000
2011,55,105,160092,2899,873,44276,133300
2011,55,109,84922,3270,1159,24284,191800
2011,55,117,115149,3121,783,32770,158500
2011,55,127,102931,3637,1014,27104,194800
2011,55,131,132386,3652,1161,39937,221100
2011,55,133,390730,4033,1235,115192,247100
2011,55,139,167699,2892,797,45225,140100
2011,55,141,74785,2214,677,23920,113600
2011,56,021,92680,1134,946,25727,171800
2011,56,025,76366,1060,818,20713,165700
2012,01,003,190790,579,864,52497,165700
2012,01,015,117296,417,601,31455,105800
2012,01,043,80440,322,593,23792,109200
2012,01,049,71080,341,517,17705,102400
2012,01,051,80629,433,796,21707,128200
2012,01,055,104392,407,596,26132,90500
2012,01,069,103402,422,677,25050,123800
2012,01,073,660009,891,826,165485,142000
2012,01,077,92542,564,592,25203,131400
2012,01,081,147257,786,816,34532,155400
2012,01,083,87654,460,704,24102,137700
2012,01,089,343080,720,834,93293,164600
2012,01,095,94776,482,561,24341,113000
2012,01,097,413936,682,781,100690,125500
2012,01,101,230149,480,827,53656,119900
2012,01,103,120395,490,611,32015,122300
2012,01,115,85237,430,776,25567,137000
2012,01,117,200941,938,1031,57736,184800
2012,01,121,81762,329,585,22502,86800
2012,01,125,198596,572,753,43430,156800
2012,01,127,66221,258,482,18633,81800
2012,02,020,298610,3732,1430,63354,281800
2012,02,090,100272,2818,1338,21448,214500
2012,02,170,93925,2551,1270,23740,223900
2012,04,001,73195,683,312,14986,86200
2012,04,003,132088,1083,687,33070,140700
2012,04,005,136011,1387,938,27917,214300
2012,04,013,3942169,1337,1017,860337,161600
2012,04,015,203334,875,706,50942,118400
2012,04,017,107094,815,515,24620,98300
2012,04,019,992394,1656,854,237903,153500
2012,04,021,387365,1262,900,94604,110100
2012,04,025,212637,1306,775,63539,177900
2012,04,027,200022,979,790,47949,109200
2012,05,007,232268,1090,835,56090,143400
2012,05,031,99735,687,713,23772,123500
2012,05,045,118704,885,766,26839,147400
2012,05,051,96903,745,698,27734,144300
2012,05,069,74723,542,629,17575,85500
2012,05,085,69839,858,799,18478,124300
2012,05,119,388953,1048,783,93436,137900
2012,05,125,111845,908,813,34542,137200
2012,05,131,127304,708,639,30962,110700
2012,05,143,211411,998,740,45951,141200
2012,05,145,78493,548,635,20792,109000
2012,06,001,1554720,4224,1501,286205,472900
2012,06,007,221539,1487,928,50752,203100
2012,06,013,1079597,3842,1676,244208,381300
2012,06,017,180561,2989,1426,47733,335700
2012,06,019,947895,1692,964,150354,174200
2012,06,023,134827,1779,909,28072,280400
2012,06,025,176948,1323,818,26517,133800
2012,06,029,856158,1699,971,147900,150200
2012,06,031,151364,1373,939,19777,161200
2012,06,033,63983,1453,832,15542,149300
2012,06,037,9962789,3285,1360,1481122,399500
2012,06,039,152218,1493,970,24555,168800
2012,06,041,256069,5933,1857,63948,752900
2012,06,045,87428,1991,878,18959,297200
2012,06,047,262305,1355,943,40931,138100
2012,06,053,426762,2713,1305,60584,318200
2012,06,055,139045,3520,1539,29220,396500
2012,06,057,98292,2707,1288,29567,324600
2012,06,059,3090132,3727,1667,565956,492200
2012,06,061,361682,3383,1519,92455,319300
2012,06,065,2268783,2524,1303,442164,220000
2012,06,067,1450121,2172,1189,289227,213500
2012,06,071,2081313,1998,1210,360060,206100
2012,06,073,3177063,3102,1471,573530,386400
2012,06,075,825863,5251,1655,124739,727600
2012,06,077,702612,2052,1158,121799,190600
2012,06,079,274804,3118,1319,56105,410900
2012,06,081,739311,4896,1836,148728,701900
2012,06,083,431249,2934,1435,73176,409700
2012,06,085,1837504,5051,1829,344484,634600
2012,06,087,266776,3773,1630,52900,545700
2012,06,089,178586,1668,973,42265,202500
2012,06,095,420757,2494,1402,83408,234900
2012,06,097,491829,3197,1416,110476,380100
2012,06,099,521726,1658,1104,93081,159800
2012,06,101,95022,1878,1013,18517,166500
2012,06,107,451977,1333,909,75044,155100
2012,06,111,835981,3460,1689,172028,413100
2012,06,113,204118,2899,1176,35683,280800
2012,06,115,72926,1708,992,14671,175800
2012,08,001,459598,1571,1148,98888,181700
2012,08,005,595546,1679,1190,136340,230300
2012,08,013,305318,2350,1284,74639,364100
2012,08,031,634265,1390,1020,128521,251200
2012,08,035,298215,2551,1721,85231,329200
2012,08,041,644964,1102,1104,150429,214600
2012,08,059,545358,1834,1210,154543,262400
2012,08,069,310487,1617,1102,79039,243600
2012,08,077,147848,1037,945,41706,197700
2012,08,101,160852,1002,822,39865,131300
2012,08,123,263691,1202,1095,62725,194400
2012,09,001,933835,6663,1748,228219,403400
2012,09,003,897259,4760,1213,221397,236900
2012,09,005,187530,4447,1239,58274,248400
2012,09,007,165602,4940,1421,50565,276800
2012,09,009,862813,5082,1272,209129,242100
2012,09,011,274170,4086,1219,69260,248200
2012,09,013,151539,4932,1379,40774,243000
2012,09,015,117599,3459,1099,30834,201500
2012,10,001,167626,935,1090,42614,197500
2012,10,003,546076,1575,1161,138381,236400
2012,10,005,203390,708,935,60055,226100
2012,11,001,632323,2635,1431,110681,460700
2012,12,001,251417,1937,896,51431,166900
2012,12,005,171903,1045,891,41100,156600
2012,12,009,547307,1365,876,158941,126000
2012,12,011,1815137,2210,1206,435558,165600
2012,12,015,162449,1677,790,57270,131900
2012,12,017,139360,966,633,49398,111300
2012,12,019,194345,1411,1098,49577,145100
2012,12,021,332427,1980,1037,91797,233500
2012,12,023,67966,1097,723,16497,95700
2012,12,031,879602,1447,968,195162,132300
2012,12,033,302715,941,846,67709,117500
2012,12,035,98359,1496,906,27600,151900
2012,12,053,173422,1086,728,54761,101500
2012,12,055,98128,893,641,29697,86000
2012,12,057,1277746,1719,993,277248,147500
2012,12,061,140567,1347,804,43984,139500
2012,12,069,303186,1516,795,85825,127700
2012,12,071,645293,1556,902,166960,137600
2012,12,073,283769,1796,979,58847,180700
2012,12,081,333895,1771,888,89862,156900
2012,12,083,335125,1226,703,99793,113200
2012,12,085,148817,2024,886,44437,177500
2012,12,086,2591035,2445,1158,455142,181500
2012,12,087,74809,2668,1383,17696,357200
2012,12,089,74629,1675,1080,20158,182500
2012,12,091,190083,1332,1034,46720,175400
2012,12,095,1202234,1804,1077,235855,150200
2012,12,097,287416,1372,1042,55553,113000
2012,12,099,1356545,2504,1136,365137,184400
2012,12,101,470391,1237,816,135211,107500
2012,12,103,921319,1461,918,260451,142200
2012,12,105,616158,1032,792,151595,96900
2012,12,107,73263,840,575,20522,90900
2012,12,109,202188,2547,1233,59274,225700
2012,12,111,283866,1810,920,78897,116500
2012,12,113,158512,1254,1032,42802,162500
2012,12,115,386147,1714,915,127954,162600
2012,12,117,430838,1706,1141,100815,164900
2012,12,119,101620,2003,605,40194,187700
2012,12,127,496950,1476,836,139167,130000
2012,13,013,70169,1063,988,18443,113600
2012,13,015,100661,886,845,22681,107200
2012,13,021,156462,1449,781,29707,117100
2012,13,031,72694,1251,753,12902,132100
2012,13,045,111580,1033,843,25932,97800
2012,13,047,65046,951,719,17744,119300
2012,13,051,276434,1652,966,57852,176700
2012,13,057,221315,1630,1256,61817,194000
2012,13,059,120266,1632,798,18365,153300
2012,13,063,265888,1023,915,43923,83600
2012,13,067,707442,1639,1146,171755,185700
2012,13,073,131627,1630,1116,33223,169000
2012,13,077,130929,1534,1067,34571,172500
2012,13,089,707089,1837,1078,148183,158400
2012,13,095,94501,1261,693,16553,103600
2012,13,097,133971,1253,1016,31210,118000
2012,13,113,107524,2460,1286,29474,217700
2012,13,115,96177,1083,713,22636,111000
2012,13,117,187928,2153,1537,50029,249400
2012,13,121,977773,2674,1129,196358,229900
2012,13,127,81022,974,802,19950,156700
2012,13,135,842046,2181,1194,177464,159600
2012,13,139,185416,1352,924,39933,152400
2012,13,151,209053,1497,1145,49629,132100
2012,13,153,146136,1361,891,36058,137300
2012,13,179,65471,1450,968,11503,114000
2012,13,185,114552,1146,832,19551,143300
2012,13,215,198413,1064,845,37373,128000
2012,13,217,101505,1309,1002,24014,111600
2012,13,223,144800,1293,1080,37299,123300
2012,13,245,202587,1114,789,38180,105900
2012,13,247,85820,985,930,20455,127200
2012,13,285,68468,1259,797,15282,114100
2012,13,295,68094,784,616,17813,98800
2012,13,297,84575,1609,944,21263,151400
2012,13,313,103359,753,675,21834,109600
2012,15,001,189191,920,1069,42939,297900
2012,15,003,976372,1592,1631,167503,563600
2012,15,007,68434,1086,1367,14580,447000
2012,15,009,158226,816,1392,29748,478900
2012,16,001,409061,1346,957,100530,168500
2012,16,005,83800,1373,711,20566,148000
2012,16,019,106684,1200,824,26980,151900
2012,16,027,193888,1170,806,43487,113100
2012,16,055,142357,1212,908,38505,177500
2012,16,083,78595,1236,769,19063,139500
2012,17,001,67197,1924,699,19152,112500
2012,17,019,203276,3143,855,44020,145400
2012,17,031,5231351,4499,1147,1105106,209300
2012,17,037,104704,4711,994,21854,161900
2012,17,043,927987,6131,1454,245938,274200
2012,17,089,522487,5541,1376,128979,204700
2012,17,091,113040,3326,909,28587,148800
2012,17,093,118105,5924,1683,32844,196800
2012,17,097,702120,6758,1493,180455,237400
2012,17,099,112973,2745,761,33136,120900
2012,17,111,308145,5891,1486,87299,203100
2012,17,113,172281,3436,912,43312,155300
2012,17,115,110122,1941,686,31433,91100
2012,17,119,267883,2471,845,78270,127700
2012,17,143,187254,2784,758,49343,129000
2012,17,161,147457,2471,754,42780,115800
2012,17,163,268858,2550,847,65571,119300
2012,17,167,199271,2467,805,58204,126600
2012,17,179,135949,2681,786,40430,137100
2012,17,183,80727,1501,601,22154,79400
2012,17,197,682518,5283,1480,179806,203200
2012,17,199,66674,1525,629,18989,99700
2012,17,201,292069,3397,855,74187,118700
2012,18,003,360412,1030,727,95768,113500
2012,18,005,79129,1136,820,21126,136900
2012,18,019,111951,1001,804,31514,126800
2012,18,035,117364,771,652,28987,86200
2012,18,039,199619,1104,744,47685,120700
2012,18,043,75283,1185,807,21200,155300
2012,18,053,69330,547,588,19601,80600
2012,18,057,289495,2045,1238,82562,212600
2012,18,059,70933,1543,1020,20575,158500
2012,18,063,150434,1645,1132,43534,160700
2012,18,067,82849,586,682,23708,84800
2012,18,081,143191,1292,981,37377,144100
2012,18,085,77609,800,740,22991,128000
2012,18,089,493618,1656,848,122590,137600
2012,18,091,111246,951,709,30387,121700
2012,18,095,130348,928,724,34108,88500
2012,18,097,918977,1213,819,195786,117900
2012,18,105,141019,1107,833,28956,156800
2012,18,109,69356,732,786,19708,142800
2012,18,127,165682,1506,980,48622,161200
2012,18,141,266344,1116,747,70908,116500
2012,18,157,177513,997,813,37797,125200
2012,18,163,180858,814,749,47789,111000
2012,18,167,108428,916,697,25974,95500
2012,18,177,68346,787,636,18708,88300
2012,19,013,131820,1920,719,35935,126500
2012,19,049,71967,2768,1126,20198,180100
2012,19,061,95097,1931,794,27254,144700
2012,19,103,136317,3013,924,33073,187700
2012,19,113,215295,2397,850,61142,149300
2012,19,153,443710,2758,942,120690,156600
2012,19,155,92913,2031,836,25864,123800
2012,19,163,168799,2175,823,45586,144800
2012,19,169,91140,2383,794,19882,165800
2012,19,193,102323,1540,692,25281,95100
2012,20,015,65827,2332,942,18619,133900
2012,20,045,112864,2399,910,22422,177700
2012,20,091,559913,2759,1199,152539,207000
2012,20,103,77739,2249,1009,17876,165000
2012,20,161,75508,2159,893,11455,168400
2012,20,173,503889,1612,804,121250,125100
2012,20,177,178991,1831,787,44793,124800
2012,20,209,159129,1636,783,34354,89600
2012,21,015,123316,1652,1106,32174,166200
2012,21,029,75896,1382,893,23041,149100
2012,21,037,90908,1809,845,24453,146800
2012,21,047,75427,784,724,12955,107600
2012,21,059,97847,953,669,27422,111300
2012,21,067,305489,1630,860,66834,167700
2012,21,093,107025,1033,789,23914,142500
2012,21,111,750828,1384,814,189013,148400
2012,21,117,161711,1652,910,40684,144000
2012,21,145,65549,860,596,17949,113200
2012,21,151,84786,1162,703,18727,144500
2012,21,195,64178,424,425,18824,63500
2012,21,227,117110,1006,708,25120,141000
2012,22,005,112286,887,862,31862,165400
2012,22,015,122197,706,841,30588,145000
2012,22,017,257093,673,709,57469,124900
2012,22,019,194493,400,634,52553,120400
2012,22,033,444526,882,861,101309,169500
2012,22,045,73999,259,556,18795,94500
2012,22,051,433676,835,887,103264,169600
2012,22,055,227055,879,792,56852,162500
2012,22,057,97029,387,601,27694,122700
2012,22,063,131942,717,761,36313,145700
2012,22,071,369250,1329,882,71657,178200
