CountyCode,StateCode,Year,medianFamilyIncome,medianHomeVal,medianHouseIncome,medianHouseholdCosts,medianNonFamIncome,medianRealEstateTax,medianWorkerIncome,population,totalHouses,workers,meanIncome,medianAge,medianIncome,povertyPop,StateAndCounty
101,38,2016,77553,214800,62573,921,37750,1978,33195,70210,16542,41123,27803,30.7,27803,53290,4605
003,39,2016,56929,112000,47592,700,25425,1575,26792,103742,26298,52037,39982,38.2,39982,78741,4606
007,39,2016,53332,111400,42965,680,24241,1542,29063,98231,27825,42441,38728,43.4,38728,76273,4607
009,39,2016,57274,108400,36193,684,23927,1597,11759,66186,12917,29628,21732,27.9,21732,48309,4608
013,39,2016,61975,99500,48220,590,21330,1187,25964,68673,19726,31500,27240,44.5,27240,53270,4609
017,39,2016,77924,168400,63273,961,32638,2585,32711,377537,91776,190560,137314,36.5,137314,287207,4610
023,39,2016,58475,109500,46811,732,27292,1560,27161,134786,34859,66204,54548,41.9,54548,105464,4611
025,39,2016,73251,169600,60661,994,33866,2442,34471,203022,57327,106752,77925,39.7,77925,159803,4612
029,39,2016,58825,110000,47864,652,24482,1289,27579,103685,30823,50779,41469,44.2,41469,81521,4613
035,39,2016,62603,126700,46601,832,30352,3041,31461,1249352,307665,641650,534355,40.2,534355,994171,4614
041,39,2016,122887,296200,101693,1474,43964,5225,48495,196463,54565,102723,68617,38.1,68617,146601,4615
043,39,2016,65293,123900,48949,757,29255,1855,29982,75107,21808,36173,30682,46.2,30682,61485,4616
045,39,2016,74990,173500,65316,972,39615,2401,35333,152597,41939,75150,55614,40.2,55614,117391,4617
049,39,2016,68471,162300,56055,987,40930,3234,32335,1264518,261192,700079,502932,34,502932,970900,4618
055,39,2016,94685,228300,76384,1142,41163,3403,39923,94060,31554,49395,35519,44.9,35519,74845,4619
057,39,2016,80068,168500,62018,918,35562,3187,32256,164765,41726,79274,63908,38.6,63908,126648,4620
061,39,2016,71158,150100,53229,925,32579,2728,32412,809099,190886,429461,335907,37,335907,627170,4621
063,39,2016,69666,145400,52810,784,31998,1551,31167,75872,20702,39414,31693,38.2,31693,59120,4622
081,39,2016,52830,87400,44257,614,23183,989,25881,66704,18019,28609,26971,44.6,26971,52961,4623
085,39,2016,75419,150900,61870,894,34145,2675,35905,228614,72011,123962,96325,43.7,96325,185465,4624
089,39,2016,69935,163400,58685,936,33248,2360,30261,172198,44994,87823,62898,40,62898,132123,4625
093,39,2016,67161,146400,54504,850,29510,2450,31010,306365,84275,151849,117871,41.3,117871,237013,4626
095,39,2016,60991,115100,44534,752,28130,2270,30222,432488,103737,218242,180217,38,180217,336328,4627
099,39,2016,56529,100700,42295,645,25828,1566,26711,230008,67271,111064,96998,43.5,96998,184221,4628
101,39,2016,56967,88200,42826,671,21145,1172,27238,65096,16546,27756,25114,41.8,25114,47789,4629
103,39,2016,90045,185000,72618,1038,39385,2676,36778,177221,55201,97526,67812,42.3,67812,139894,4630
109,39,2016,74653,149100,60170,790,32129,1714,32229,104679,28987,53406,41313,41.7,41313,83412,4631
113,39,2016,61549,113700,46936,805,30658,2435,30305,531239,133685,265366,223131,39.3,223131,411974,4632
119,39,2016,55320,125400,43422,695,24593,1309,26652,86068,22850,41392,34169,40.1,34169,66882,4633
133,39,2016,67318,150700,49695,856,26147,2109,24743,161921,42693,86520,62468,37.4,62468,128268,4634
139,39,2016,53384,104100,44073,678,28698,1491,26624,121107,32388,54566,48437,41.3,48437,91592,4635
141,39,2016,61981,118300,46422,719,26337,1265,30258,77000,19521,33770,28710,40.9,28710,56830,4636
145,39,2016,50539,100300,39210,651,18621,1152,27443,76088,20311,31830,29904,39.7,29904,58430,4637
151,39,2016,63184,129800,50994,767,31262,1765,29086,373612,104640,191788,152129,41.6,152129,294445,4638
153,39,2016,68398,141900,52036,847,31299,2488,31985,540300,144041,277487,222202,41.1,222202,432755,4639
155,39,2016,56075,106400,45552,638,25963,1543,29345,201825,58016,93186,85799,44.2,85799,161180,4640
157,39,2016,60367,126600,50440,703,27796,1458,28268,92420,24716,45684,34968,39.3,34968,73217,4641
165,39,2016,93763,216700,80207,1207,40722,3354,42681,227063,64522,115001,82404,39,82404,169600,4642
169,39,2016,64557,139600,53434,756,27476,1855,27370,116470,30823,58202,43277,38.7,43277,87863,4643
173,39,2016,80492,160200,60166,893,32379,2507,30109,130219,33500,73979,50175,34.8,50175,100314,4644
017,40,2016,80440,163100,67177,1026,35652,1711,33871,136532,33389,71588,44235,35.8,44235,103221,4645
027,40,2016,75265,163300,61288,935,32815,1870,31636,278655,66981,147811,105102,34,105102,211698,4646
031,40,2016,67119,129400,51164,825,33205,1238,26627,122136,22256,60267,42986,33.3,42986,87081,4647
037,40,2016,56050,113700,43609,696,22867,952,32414,71312,18621,30122,25658,40,25658,55339,4648
101,40,2016,51624,105200,40860,611,19778,793,26196,69477,16870,28993,26000,37.9,26000,50562,4649
109,40,2016,64532,149700,51078,854,32933,1554,30563,782970,175892,391005,300690,34.5,300690,587119,4650
119,40,2016,69421,156600,35927,727,16368,1428,22031,81131,15163,38241,30657,27.3,30657,59137,4651
125,40,2016,51743,117500,41716,642,26936,784,25802,72290,17744,31169,25547,37.7,25547,54093,4652
131,40,2016,72432,158200,62434,934,32688,1322,35390,91766,27023,45782,34130,39.4,34130,71581,4653
143,40,2016,65918,150100,51325,864,31544,1650,31689,642940,148195,330474,254473,35.5,254473,489266,4654
145,40,2016,71925,157600,62041,943,33615,1426,32444,77679,22101,39559,28289,39.1,28289,60390,4655
003,41,2016,78743,312400,55459,1084,28052,3626,22801,89385,20217,44249,34543,32.5,34543,70323,4656
005,41,2016,90008,374900,74891,1394,39309,3705,37433,408062,108555,212532,154070,41.3,154070,327995,4657
017,41,2016,73904,317500,61870,1175,36679,2685,31296,181307,47855,93810,71262,41.8,71262,148026,4658
019,41,2016,52832,183400,42889,779,23681,1556,25840,108457,29708,45387,43818,47.2,43818,89396,4659
029,41,2016,62364,259900,48563,970,29384,2401,25657,216527,54242,102091,86745,43.1,86745,174818,4660
033,41,2016,45866,251000,36472,810,19720,1402,21204,85904,22069,35054,35439,47.1,35439,71732,4661
035,41,2016,48313,155500,45604,706,28285,1290,24994,66443,16934,29156,26359,42.1,26359,53072,4662
039,41,2016,61046,243500,47777,975,27801,2533,25138,369519,87013,183156,147712,39.4,147712,302709,4663
043,41,2016,64511,190700,51310,925,29923,2305,30903,122849,30324,56421,46645,39.4,46645,97629,4664
047,41,2016,65200,224300,56550,950,34415,2569,26716,336316,69237,161368,116787,36.4,116787,254128,4665
051,41,2016,78962,367700,62629,1307,43780,3678,35154,799766,169799,456094,320476,36.8,320476,649742,4666
053,41,2016,66067,241300,52485,1007,35317,2625,27486,81823,18888,38264,29291,37.7,29291,65137,4667
059,41,2016,61756,146800,50171,728,26099,1734,25038,76456,17165,35696,25900,35.4,25900,54439,4668
067,41,2016,88503,361400,75634,1387,46307,3772,36658,582779,130374,318293,213820,36.6,213820,456919,4669
071,41,2016,69981,275500,61596,1117,41275,2781,30623,105035,24273,50356,35832,38.2,35832,79077,4670
001,42,2016,74680,206900,59300,959,31033,2948,30503,102180,29720,53083,38125,44.2,38125,80699,4671
003,42,2016,79075,147100,56140,867,33974,2976,35683,1225365,339009,664379,528892,40.6,528892,989104,4672
005,42,2016,61167,94500,47398,644,25070,2047,30233,66486,20738,30644,26105,46.5,26105,54855,4673
007,42,2016,68243,137600,55221,746,32343,2305,33120,167429,50223,86386,68811,44.9,68811,135896,4674
011,42,2016,71795,174800,59286,1002,36853,3658,31664,414812,107037,216380,150402,40.1,150402,322270,4675
013,42,2016,59272,114700,43443,683,25956,1458,27873,124650,35090,58572,51154,43.8,51154,99422,4676
017,42,2016,97670,322400,79936,1438,43036,4913,40718,626399,179174,338126,234126,43.7,234126,506361,4677
019,42,2016,85893,195900,66426,907,38937,2431,39364,186847,57613,96200,75472,43.3,75472,148603,4678
021,42,2016,60023,93400,44100,604,25038,1359,27412,134732,42272,60983,56443,45.1,56443,105643,4679
025,42,2016,66525,139000,51676,838,31405,2578,34141,63594,20120,31484,25986,46.2,25986,51957,4680
027,42,2016,87504,224400,60266,988,31735,2751,25081,161464,36884,80371,57410,31.7,57410,121647,4681
029,42,2016,112822,347700,92407,1535,48785,5115,44434,516312,138679,280918,187188,40.3,187188,399133,4682
033,42,2016,56369,94100,47352,603,24155,1249,26031,80596,22384,36436,29061,44.8,29061,62436,4683
037,42,2016,61769,145300,49186,725,26823,1709,30663,66420,17870,32923,26531,40.6,26531,51232,4684
039,42,2016,57133,114500,45410,650,29901,1834,28387,86257,25051,40152,33955,42.7,33955,66774,4685
041,42,2016,82370,200200,63530,1016,40795,2642,36203,248506,67611,130305,96906,40.2,96906,190941,4686
043,42,2016,72940,167500,60331,925,37104,2766,35876,273707,70971,143570,111260,39.6,111260,216306,4687
045,42,2016,87942,239500,67950,1196,38725,5082,37160,563402,138062,294178,205188,39,205188,435210,4688
049,42,2016,62882,125700,48964,741,28659,2445,27482,276207,72423,135856,109705,39.2,109705,211741,4689
051,42,2016,56836,101700,43140,628,22829,1233,27257,132733,40184,59018,53662,44.8,53662,107147,4690
055,42,2016,71873,174700,60559,902,34452,2238,34337,153851,42290,75961,60492,41.8,60492,122081,4691
063,42,2016,60995,116400,42962,663,22724,2195,21645,86364,24258,40604,34786,39.7,34786,67127,4692
069,42,2016,62964,152000,47475,771,26760,2475,30741,211321,54480,102950,86203,41.7,86203,166343,4693
071,42,2016,71683,196400,61335,1014,36061,3273,31505,538500,133078,280728,196807,38.2,196807,413174,4694
073,42,2016,61151,107200,46918,675,25202,1706,29142,87294,26352,41981,35861,45,35861,70275,4695
075,42,2016,67379,168500,57248,871,33221,2752,31216,138863,35574,70195,51143,41.2,51143,107341,4696
077,42,2016,70664,198800,60498,1098,36611,3687,35005,363147,89187,189419,139199,39,139199,282301,4697
079,42,2016,62946,123400,46580,754,26059,2048,30932,316383,84510,156693,124118,43.1,124118,250557,4698
081,42,2016,60200,152800,49052,819,30584,2109,28981,115248,30989,57238,45525,40.6,45525,88058,4699
085,42,2016,61372,116200,49890,661,28560,1580,26146,112913,33278,53544,45630,45.1,45630,86731,4700
089,42,2016,74095,164200,60095,1108,38397,4079,31827,166098,43312,82743,57284,41.9,57284,134849,4701
091,42,2016,103886,307500,84113,1443,46229,4790,45269,821725,222327,447718,312447,41.4,312447,643604,4702
095,42,2016,79043,218000,66438,1127,36243,4340,32052,302294,77131,158839,111760,41.6,111760,238430,4703
097,42,2016,57180,118700,47736,637,25502,1420,29932,92541,26682,44934,38098,44.7,38098,72614,4704
101,42,2016,50280,154000,41449,926,29943,1518,30678,1567872,302498,751127,580205,34.1,580205,1220736,4705
107,42,2016,61340,97600,50684,681,27056,1604,33572,143573,43452,66219,58149,44.4,58149,111724,4706
111,42,2016,57193,104200,43871,603,23501,1227,27073,75061,22559,33512,29189,45.7,29189,57870,4707
125,42,2016,74898,167100,57998,785,30826,1960,33723,207981,61848,103292,83117,44.6,83117,167743,4708
129,42,2016,71889,149700,56722,739,27624,2245,34725,355458,116750,178555,148238,46.7,148238,292502,4709
133,42,2016,72104,172000,62462,1045,37653,3276,35106,443744,128886,230806,169885,41.2,169885,348981,4710
003,44,2016,79411,220200,63101,1223,34034,3898,36840,164614,44166,91198,67747,43.5,67747,136361,4711
005,44,2016,86091,383400,73596,1321,46842,4629,37186,82784,20736,44590,35078,45.6,35078,66019,4712
007,44,2016,68036,219500,52369,1039,32147,3868,33413,633673,122223,328525,235728,37.5,235728,493545,4713
009,44,2016,101100,323200,77813,1316,38157,4223,36039,126288,37258,68475,50368,45.1,50368,102257,4714
003,45,2016,55755,148100,45945,769,28126,654,29761,167458,46645,75770,66751,40.8,66751,132972,4715
007,45,2016,56702,132900,45090,663,24431,754,28711,196569,50190,93309,75432,40.4,75432,154466,4716
013,45,2016,78129,272400,65919,1156,34987,1424,30392,183149,50270,86579,67932,44.9,67932,145898,4717
015,45,2016,71127,174500,59153,1020,40968,941,32338,210898,53340,105434,75202,36.4,75202,162673,4718
019,45,2016,80433,286000,56827,1140,35752,1382,35975,396484,95776,209171,156836,37.1,156836,314030,4719
031,45,2016,51342,84900,36841,519,25130,358,25739,67234,19592,31681,25924,41.2,25924,52600,4720
035,45,2016,67883,180300,57637,1096,35369,1284,35053,153773,38909,75545,55324,36.3,55324,117372,4721
041,45,2016,58378,129300,46524,713,23933,556,30474,138742,34784,64633,50193,39,50193,106126,4722
045,45,2016,69520,173400,55342,878,31010,1176,30994,498766,122066,254276,187957,38.1,187957,384149,4723
047,45,2016,47022,126000,38200,630,23003,882,22462,70133,16729,32847,27533,37.8,27533,53514,4724
051,45,2016,57545,175500,45621,848,30258,649,25076,322342,88402,155780,125562,45.3,125562,265293,4725
057,45,2016,70305,184000,56216,801,26079,1002,30388,89594,27252,39072,32630,42.6,32630,69724,4726
059,45,2016,52226,91600,44038,691,23234,515,24592,66777,16680,31706,24805,39.2,24805,51274,4727
063,45,2016,72911,150900,57382,881,35258,859,34403,286196,81383,146773,110146,38.9,110146,223923,4728
073,45,2016,54808,152200,43743,665,22825,689,24808,76355,22319,34344,31498,44.7,31498,61904,4729
075,45,2016,44155,95800,32450,586,15208,594,21816,87903,21726,39707,33449,39.4,33449,67849,4730
077,45,2016,57412,143100,45779,697,26456,657,25447,122863,31255,58875,47303,36.3,47303,96114,4731
079,45,2016,63252,154400,52030,956,36245,1179,27170,409549,89421,218225,153376,33.4,153376,303458,4732
083,45,2016,58450,129200,47371,727,27666,833,28747,301463,79280,146592,113463,38.1,113463,232325,4733
085,45,2016,47284,110900,40614,681,21760,658,24807,107396,27078,50180,41439,36.1,41439,82143,4734
091,45,2016,75183,180700,60767,938,37753,1118,35132,258526,68780,134978,98128,38.7,98128,198318,4735
099,46,2016,78493,173500,60038,893,35841,2525,35072,187318,47542,107761,73808,34.9,73808,140021,4736
103,46,2016,63487,184000,50950,827,31697,2613,27891,109372,29398,56852,42956,38.3,42956,83519,4737
001,47,2016,55419,127600,46055,704,25003,1055,29043,75936,19958,34956,31209,43.4,31209,60850,4738
009,47,2016,61447,173000,51183,771,29735,1112,27285,128670,38456,61847,49672,43.7,49672,103826,4739
011,47,2016,54231,147400,44853,752,29132,874,27334,104490,26785,50293,40710,39.2,40710,81602,4740
037,47,2016,67482,213300,54855,1024,41414,1748,31899,684410,150725,389570,281967,34.2,281967,533348,4741
059,47,2016,52527,133600,41109,522,22989,614,25681,68615,19051,29883,25418,44.9,25418,55808,4742
065,47,2016,71160,172800,47898,839,30896,1574,31474,357738,92169,174546,139615,39,139615,283092,4743
093,47,2016,71463,174100,52102,843,32045,1182,29438,456132,116549,240662,183889,37.3,183889,359722,4744
113,47,2016,49678,134500,41791,779,26760,993,31171,97663,23131,41987,37322,38,37322,74299,4745
119,47,2016,60876,164100,50591,766,36108,1121,31143,89981,23359,42929,33667,39.9,33667,69755,4746
125,47,2016,66144,159500,56112,964,33372,1327,31538,195734,41704,95886,69427,30.8,69427,144649,4747
141,47,2016,53560,157300,37437,630,19195,1004,24596,75931,19388,37128,31343,36.7,31343,59307,4748
147,47,2016,67122,169500,60423,926,33255,1269,32214,69165,18341,35978,25302,37.9,25302,53365,4749
149,47,2016,76209,178400,61157,1021,36961,1355,32493,308251,73496,168687,111387,33.1,111387,235269,4750
155,47,2016,52349,164800,45609,708,30124,671,23900,96673,25161,48813,36098,41.3,36098,77496,4751
157,47,2016,61131,141200,47690,940,31427,1952,30439,934603,187543,465457,354666,35.5,354666,709736,4752
163,47,2016,52060,128400,42859,609,26457,905,25932,156667,46375,71912,64795,45,64795,127372,4753
165,47,2016,75832,210600,60503,995,32660,1407,34866,180063,47469,92126,65186,40.1,65186,140605,4754
179,47,2016,56468,163700,46276,736,30224,978,26352,127440,32840,64575,52707,39.9,52707,101111,4755
187,47,2016,115221,427800,106054,1461,50457,2274,45690,219107,57998,112483,73811,39,73811,165854,4756
189,47,2016,82117,234800,71153,1046,31098,1372,37174,132781,34258,67499,47707,41.1,47707,103062,4757
005,48,2016,51771,104600,41161,672,23073,1366,26144,87791,18654,35672,30210,37.6,30210,65270,4758
021,48,2016,67571,182300,56508,892,25741,2983,31721,82733,21273,-999999999,25975,38.7,25975,63315,4759
027,48,2016,60695,141100,52275,913,34138,2439,28820,340411,64025,168845,119985,31,119985,246078,4760
029,48,2016,63487,150200,53210,971,35535,2931,28898,1928680,363812,960449,628924,33.5,628924,1455087,4761
037,48,2016,54805,111100,45997,727,31405,1678,31158,93860,21039,38687,33031,37,33031,67865,4762
039,48,2016,88670,174800,74799,1066,43053,3672,41559,354195,83719,171437,117168,36,117168,258964,4763
041,48,2016,66259,187600,41559,935,24498,3382,22894,220417,36187,111566,78272,26.1,78272,165078,4764
061,48,2016,41361,80000,37061,615,19100,1495,21970,422135,80089,167847,120499,31.5,120499,305066,4765
085,48,2016,106612,288100,89638,1474,50675,5394,50154,939585,222674,504604,334794,36.5,334794,714700,4766
091,48,2016,86152,268200,77425,1166,41233,3440,33772,134788,35560,66618,48604,42.6,48604,107417,4767
099,48,2016,55427,99300,51125,812,36250,1658,26798,74686,13605,32871,22682,31.7,22682,44355,4768
113,48,2016,61662,154300,54399,1027,41079,2879,31266,2574984,456243,1350256,924789,33.3,924789,1934321,4769
121,48,2016,101474,251400,80613,1362,43886,4720,41066,806180,179336,456996,281964,35.1,281964,612804,4770
135,48,2016,69569,126700,53254,833,30604,1610,31494,157462,32908,80962,51012,30.4,51012,113563,4771
139,48,2016,77278,167300,70210,1078,39768,2787,35512,168499,40836,85356,55586,36.1,55586,126876,4772
141,48,2016,47298,119700,42165,800,27490,2625,24503,837918,160488,388449,267376,32.1,267376,619794,4773
157,48,2016,100619,258800,90680,1497,51403,5658,42175,741237,174116,370825,230121,36,230121,555914,4774
167,48,2016,84453,184600,64939,1075,35042,3369,37025,329431,77330,166183,120938,37.1,120938,251747,4775
181,48,2016,63526,125200,52095,777,30481,1609,30791,128235,31842,62896,47135,40,47135,98607,4776
183,48,2016,49376,123600,44219,815,28728,1874,25911,123745,26668,56993,45231,35.5,45231,91105,4777
187,48,2016,74752,182300,68157,1067,47162,2738,36110,155265,39444,75519,51935,37,51935,118510,4778
201,48,2016,64727,166600,56377,1064,40763,3329,31736,4589928,862465,2359353,1606399,33.3,1606399,3446665,4779
203,48,2016,51997,107500,46548,668,27069,1406,27974,66534,17035,29525,23742,37.2,23742,50318,4780
209,48,2016,77488,222500,64658,1204,36610,4243,30216,204470,43597,112630,71267,31.2,71267,155874,4781
213,48,2016,52244,100400,44088,667,24291,1367,23970,79901,22982,33291,30403,43.7,30403,63737,4782
215,48,2016,39458,85200,36176,631,21451,1704,21148,849843,155421,339743,234716,29.2,234716,589587,4783
231,48,2016,69427,102700,53962,783,24424,1674,25818,92073,22107,45740,31377,38.1,31377,70033,4784
245,48,2016,52197,108300,45390,785,30967,1881,31053,254679,57500,112995,95801,35.9,95801,183755,4785
251,48,2016,65531,141900,59895,898,35842,2130,35765,163274,39392,77739,54048,36.9,54048,122956,4786
257,48,2016,66937,163400,62033,1073,35384,2952,33957,118350,27335,56924,36696,36,36696,87550,4787
291,48,2016,50491,94300,42877,678,29303,1398,35306,81704,19225,30492,26204,36.7,26204,54476,4788
303,48,2016,58903,134900,49136,889,31699,2307,25481,303137,62582,150393,111975,30.6,111975,225383,4789
309,48,2016,60692,124800,46860,845,26975,2290,25828,247934,51540,120495,87163,33.3,87163,184710,4790
329,48,2016,74670,190400,65349,1089,42643,2755,40047,162565,35072,84614,56178,32,56178,118583,4791
339,48,2016,84393,225600,71123,1181,40402,3999,39202,556203,136365,270357,193637,37.2,193637,423158,4792
347,48,2016,51377,119200,35562,714,22388,1040,20836,65806,12653,30762,23080,30.7,23080,45796,4793
355,48,2016,63595,130800,54318,946,32296,2269,30859,361350,74589,176870,129254,35,129254,274037,4794
361,48,2016,62490,105300,53480,694,27203,1376,34306,84964,23331,39003,32538,37.4,32538,65214,4795
367,48,2016,77400,177100,66548,937,37036,2936,35293,129441,32963,63699,44098,40,44098,99444,4796
375,48,2016,51827,87800,42305,731,27903,1715,27768,120832,23347,52460,42179,33.8,42179,84226,4797
381,48,2016,85173,161600,67015,966,34657,2740,33373,132501,34196,74831,49728,35.5,49728,101573,4798
397,48,2016,111374,243000,95731,1544,40161,4778,50809,93978,25631,47248,31620,37.5,31620,70331,4799
409,48,2016,59716,106100,53348,799,22189,1878,28936,67655,16199,32188,23761,35.6,23761,50862,4800
423,48,2016,66688,153100,52572,895,30002,2152,27002,225290,50513,104957,75792,36.5,75792,171349,4801
439,48,2016,71519,168500,61534,1088,40911,3435,32465,2016872,418157,1043050,696887,34.3,696887,1517983,4802
441,48,2016,59525,108200,48803,753,29518,1459,26111,136535,27638,66643,48607,32.8,48607,100757,4803
451,48,2016,60865,139900,48696,825,28181,1806,27537,118386,26483,61497,43497,33.8,43497,87968,4804
453,48,2016,91582,304100,70158,1327,51008,5390,38347,1199323,236286,701116,457810,33.7,457810,933790,4805
469,48,2016,64130,145800,53778,819,36844,2317,29658,92467,19939,47304,32249,36.1,32249,70447,4806
471,48,2016,64055,147200,42662,811,23667,1873,24928,71484,11068,27585,21209,34.1,21209,44430,4807
479,48,2016,38211,114000,35659,799,22051,2544,22430,271193,46629,106254,73483,28.1,73483,185594,4808
485,48,2016,54254,95000,44769,747,29070,1752,24595,131838,28452,66246,49486,34,49486,89393,4809
491,48,2016,95596,242000,81818,1379,48931,4828,40199,528718,117637,280556,173125,36.2,173125,401069,4810
005,49,2016,63338,216000,58003,928,35065,1316,22289,122753,22748,61940,37151,25.3,37151,86258,4811
011,49,2016,85081,258600,76905,1192,41764,1737,33409,342281,79109,168976,103665,30.9,103665,239785,4812
035,49,2016,77845,273700,68665,1165,42019,1871,31943,1121354,242933,605102,366239,32.7,366239,832571,4813
049,49,2016,75222,278000,69799,1154,35506,1503,23487,592299,105853,283189,157803,24.6,157803,398052,4814
053,49,2016,63489,266200,55056,989,27115,1472,24656,160245,38299,69319,51774,35.9,51774,120939,4815
057,49,2016,74278,189400,63158,933,35817,1449,31248,247560,60064,122194,79501,32.4,79501,181141,4816
007,50,2016,89616,292900,68843,1326,40731,5443,34113,161531,40780,92794,64867,37.2,64867,126051,4817
003,51,2016,94489,331700,71975,1194,48421,2428,38256,106878,24630,54967,40318,38.2,40318,81377,4818
013,51,2016,151342,678100,110388,1985,89824,5929,66692,230050,46126,151826,103479,34.8,103479,190221,4819
015,51,2016,67114,213500,55342,810,35259,1135,31150,74997,23746,37304,29664,45.2,29664,58904,4820
019,51,2016,74657,200300,56479,767,30580,1035,31733,77960,23992,38790,29566,45.8,29566,63250,4821
041,51,2016,85672,231600,76059,1208,44024,1992,39023,339009,92705,186634,122221,39.2,122221,265564,4822
059,51,2016,135595,553200,115717,1973,77223,5578,52132,1138652,266255,641767,395164,38.1,395164,890943,4823
061,51,2016,121469,372200,94347,1551,52484,2970,42497,69069,18692,37437,24777,41.5,24777,54233,4824
069,51,2016,80407,243600,69827,1148,50119,1262,35355,84421,24939,45624,30760,40.9,30760,66093,4825
085,51,2016,101923,266500,83135,1278,37152,1846,41103,104392,31126,56177,37931,44.1,37931,82800,4826
087,51,2016,84316,223900,66337,1157,41753,1829,37612,326501,80061,179310,127930,38.8,127930,258459,4827
095,51,2016,102738,326200,83455,1381,41139,2295,36888,74404,21925,-999999999,28480,47.2,28480,59600,4828
107,51,2016,146826,482700,134464,2216,76661,5125,60287,385945,98891,220621,124916,35.9,124916,287074,4829
121,51,2016,79334,221500,55706,944,29992,1975,22117,98602,19191,52052,36128,28.2,36128,76314,4830
153,51,2016,109980,366000,97986,1748,61347,3904,41699,455210,96308,247190,139792,34.9,139792,340266,4831
161,51,2016,82540,205400,60454,888,35083,1887,39691,94031,29414,48836,38541,43.5,38541,75416,4832
165,51,2016,68272,215700,57755,829,35947,1253,31919,79744,21374,39900,31186,41.8,31186,62704,4833
177,51,2016,90747,275400,81146,1448,50127,1848,37227,132010,35463,68618,44169,39,44169,102721,4834
179,51,2016,108466,337500,97484,1729,53520,2653,42439,144361,33718,75929,47017,35.9,47017,107349,4835
199,51,2016,99497,337100,89418,1457,39007,2417,40792,67976,15982,34555,23797,39.5,23797,52271,4836
510,51,2016,120726,578500,87920,1733,73872,5554,55460,155810,27764,99939,69875,36.6,69875,128366,4837
550,51,2016,81981,267100,72928,1347,44220,2479,36707,237940,58966,125363,83364,36.9,83364,181951,4838
650,51,2016,62418,194900,50435,1095,40106,1961,30874,135410,30773,70522,54181,36.2,54181,105054,4839
680,51,2016,52314,153600,41264,748,27984,1418,20076,80212,13472,40707,27545,27.7,27545,56097,4840
700,51,2016,63223,185000,50524,1046,31164,2058,28203,181825,33415,99077,67628,33.4,67628,134536,4841
710,51,2016,55717,195500,46467,1077,36715,2083,26402,245115,36007,140092,87910,30.6,87910,175522,4842
740,51,2016,57065,174800,48516,1062,36325,2214,29628,95252,19466,49803,36615,35,36615,72070,4843
760,51,2016,57064,211400,42373,995,32871,2118,27068,223170,37877,122559,91704,33.4,91704,176177,4844
770,51,2016,46710,125500,37044,775,26057,1290,26749,99660,22314,49640,42213,38.7,42213,77776,4845
800,51,2016,76366,247600,66669,1297,40414,2438,37374,89273,22115,45255,33377,38.2,33377,69379,4846
810,51,2016,81081,271400,71117,1386,49116,2377,35479,452602,104596,259147,168061,35.8,168061,352243,4847
005,53,2016,77778,206500,62508,963,35372,2088,35535,193686,48940,90308,70434,35.6,70434,146394,4848
007,53,2016,66159,259300,52080,914,30131,2382,29934,76338,18380,-999999999,28353,40.3,28353,58967,4849
009,53,2016,62582,225200,48587,825,29349,1985,29994,74570,22693,30818,31837,50.8,31837,61706,4850
011,53,2016,79389,294400,69062,1247,43844,2951,36515,467018,115923,234289,169997,38,169997,363777,4851
015,53,2016,64239,197000,50637,903,25530,2079,29212,105160,27344,46682,40170,42.4,40170,84029,4852
021,53,2016,65097,186500,57670,947,30518,1967,26587,90160,17959,42276,25903,29.3,25903,60814,4853
025,53,2016,51462,159300,48335,728,25486,1777,24065,93546,17319,41347,28351,32.9,28351,68611,4854
027,53,2016,56308,151800,49623,805,29510,1474,25991,71628,19579,30364,27330,43.9,27330,55560,4855
029,53,2016,69549,332900,64813,1102,39938,2690,31310,82636,22280,39822,33365,45.4,33365,67764,4856
033,53,2016,106558,491300,86095,1610,55144,4440,45903,2149970,489235,1227628,861154,37.1,861154,1729419,4857
035,53,2016,80412,288800,69171,1256,42931,2814,35171,264811,66771,131662,101995,38.5,101995,210445,4858
041,53,2016,52492,185300,45523,845,27385,1608,27122,77066,20233,31065,29509,43.7,29509,62512,4859
053,53,2016,75492,271300,64434,1293,41455,3219,36404,861312,190661,432432,317671,36.1,317671,666044,4860
057,53,2016,74454,279200,60983,1074,37682,2658,31799,123681,31625,58934,46423,42,46423,98714,4861
061,53,2016,92608,362100,78716,1506,47518,3473,40950,787620,191547,425135,286116,38,286116,620864,4862
063,53,2016,68373,201300,53043,917,31242,2306,30117,499072,121905,245751,195807,37.3,195807,386824,4863
067,53,2016,78748,261700,65783,1209,38932,2879,36182,275222,66783,136419,105863,39.5,105863,220429,4864
073,53,2016,74460,313500,56411,1083,31908,2747,29259,216800,49830,113062,84011,37,84011,174048,4865
077,53,2016,56994,166300,48965,807,30501,1728,26446,249636,50865,115399,81084,32.8,81084,180003,4866
003,54,2016,71714,174100,57357,1048,37751,1157,32562,113525,31568,57839,42369,38.2,42369,88210,4867
011,54,2016,50783,126600,38823,674,25109,758,25223,95987,22878,42430,39017,38,39017,74942,4868
033,54,2016,64990,113300,47204,583,29215,729,31121,68400,20561,33267,27741,41.8,27741,54685,4869
039,54,2016,62496,119000,45001,648,23919,775,30243,186241,54344,86866,79049,43.4,79049,149972,4870
